region_uid,region_name,year,tier,object_cluster,total_value,n_contracts,n_vendors
12,Nova Scotia,2016,General Government Support,Other,729286.1,26,9
12,Nova Scotia,2016,General Government Support,"Resources, Fuels & Materials",74056.25,5,4
12,Nova Scotia,2016,General Government Support,Utilities & Environmental,33733.33,2,2
12,Nova Scotia,2016,Industrial and Technical Support,Automotive & Heavy Vehicles,22626.9,1,1
12,Nova Scotia,2016,Industrial and Technical Support,Civil Engineering & Infrastructure,2250000,2,2
12,Nova Scotia,2016,Industrial and Technical Support,Heavy Industry & Machinery,58686.82,4,3
12,Nova Scotia,2016,Industrial and Technical Support,"Logistics, Training & Workforce",14245.35,1,1
12,Nova Scotia,2016,Industrial and Technical Support,"Resources, Fuels & Materials",62089.68,5,3
12,Nova Scotia,2016,Industrial and Technical Support,Software & IT Services,63689.85,2,2
12,Nova Scotia,2016,Industrial and Technical Support,Weapons & Tactical Security,342578.21,7,2
12,Nova Scotia,2017,Core Defence Industrial Complex,Automotive & Heavy Vehicles,10153.5,1,1
12,Nova Scotia,2017,Core Defence Industrial Complex,Civil Engineering & Infrastructure,1249150.1,4,3
12,Nova Scotia,2017,Core Defence Industrial Complex,Marine & Shipbuilding,4977133.71,48,12
12,Nova Scotia,2017,Core Defence Industrial Complex,Weapons & Tactical Security,130971.29,2,2
12,Nova Scotia,2017,General Government Support,Civil Engineering & Infrastructure,10092233.12,199,63
12,Nova Scotia,2017,General Government Support,Heavy Industry & Machinery,10845645.79,92,45
12,Nova Scotia,2017,General Government Support,High-Tech Hardware & Telecom,85340.99,2,1
12,Nova Scotia,2017,General Government Support,"Logistics, Training & Workforce",5030046.7,116,47
12,Nova Scotia,2017,General Government Support,Other,454751.43,25,10
12,Nova Scotia,2017,General Government Support,Professional Services,22359647.87,38,18
12,Nova Scotia,2017,General Government Support,"Resources, Fuels & Materials",706487.69,35,20
12,Nova Scotia,2017,General Government Support,Utilities & Environmental,2665727.84,40,17
12,Nova Scotia,2017,Industrial and Technical Support,Automotive & Heavy Vehicles,2581919.7,32,7
12,Nova Scotia,2017,Industrial and Technical Support,Civil Engineering & Infrastructure,127053375.99,48,22
12,Nova Scotia,2017,Industrial and Technical Support,Heavy Industry & Machinery,142529.08,5,4
12,Nova Scotia,2017,Industrial and Technical Support,High-Tech Hardware & Telecom,49170920.92,14,9
12,Nova Scotia,2017,Industrial and Technical Support,Life Sciences & Medical,12373146.97,4,3
12,Nova Scotia,2017,Industrial and Technical Support,"Logistics, Training & Workforce",93315.75,2,2
12,Nova Scotia,2017,Industrial and Technical Support,Marine & Shipbuilding,57244.7,2,2
12,Nova Scotia,2017,Industrial and Technical Support,"Resources, Fuels & Materials",805094.82,36,16
12,Nova Scotia,2017,Industrial and Technical Support,Software & IT Services,3093563.69,36,23
12,Nova Scotia,2017,Industrial and Technical Support,Weapons & Tactical Security,4785112.7,37,5
12,Nova Scotia,2018,Core Defence Industrial Complex,Aerospace & Space,83246.84,3,2
12,Nova Scotia,2018,Core Defence Industrial Complex,Automotive & Heavy Vehicles,23844.79,2,2
12,Nova Scotia,2018,Core Defence Industrial Complex,Civil Engineering & Infrastructure,1402322.12,2,2
12,Nova Scotia,2018,Core Defence Industrial Complex,Marine & Shipbuilding,30532008.83,58,16
12,Nova Scotia,2018,Core Defence Industrial Complex,Weapons & Tactical Security,425843.2,3,3
12,Nova Scotia,2018,General Government Support,Civil Engineering & Infrastructure,32425114.9,304,73
12,Nova Scotia,2018,General Government Support,Heavy Industry & Machinery,7678540.64,82,43
12,Nova Scotia,2018,General Government Support,Life Sciences & Medical,28302.08,2,1
12,Nova Scotia,2018,General Government Support,"Logistics, Training & Workforce",23834717.57,143,50
12,Nova Scotia,2018,General Government Support,Other,775779.59,31,12
12,Nova Scotia,2018,General Government Support,Professional Services,7353102.53,44,25
12,Nova Scotia,2018,General Government Support,"Resources, Fuels & Materials",784400.05,37,13
12,Nova Scotia,2018,General Government Support,Utilities & Environmental,6664036.62,57,12
12,Nova Scotia,2018,Industrial and Technical Support,Automotive & Heavy Vehicles,2884874.68,14,5
12,Nova Scotia,2018,Industrial and Technical Support,Civil Engineering & Infrastructure,21640279.3,98,29
12,Nova Scotia,2018,Industrial and Technical Support,Heavy Industry & Machinery,152968.94,9,7
12,Nova Scotia,2018,Industrial and Technical Support,High-Tech Hardware & Telecom,11326461.11,26,14
12,Nova Scotia,2018,Industrial and Technical Support,Life Sciences & Medical,4048813.06,3,3
12,Nova Scotia,2018,Industrial and Technical Support,"Logistics, Training & Workforce",15703.8,1,1
12,Nova Scotia,2018,Industrial and Technical Support,Marine & Shipbuilding,75000,1,1
12,Nova Scotia,2018,Industrial and Technical Support,Professional Services,24812.5,1,1
12,Nova Scotia,2018,Industrial and Technical Support,"Resources, Fuels & Materials",1176533.51,44,15
12,Nova Scotia,2018,Industrial and Technical Support,Software & IT Services,7953231.86,52,33
12,Nova Scotia,2018,Industrial and Technical Support,Weapons & Tactical Security,4287412.28,51,4
12,Nova Scotia,2019,Core Defence Industrial Complex,Automotive & Heavy Vehicles,46923.240000000005,3,3
12,Nova Scotia,2019,Core Defence Industrial Complex,Marine & Shipbuilding,1326396872.4,74,17
12,Nova Scotia,2019,Core Defence Industrial Complex,Weapons & Tactical Security,9965631.06,3,3
12,Nova Scotia,2019,General Government Support,Civil Engineering & Infrastructure,17364278.77,168,58
12,Nova Scotia,2019,General Government Support,Heavy Industry & Machinery,6401819.14,91,45
12,Nova Scotia,2019,General Government Support,High-Tech Hardware & Telecom,28954.17,1,1
12,Nova Scotia,2019,General Government Support,Life Sciences & Medical,24712.8,1,1
12,Nova Scotia,2019,General Government Support,"Logistics, Training & Workforce",7417128.76,186,57
12,Nova Scotia,2019,General Government Support,Other,449950.62,27,12
12,Nova Scotia,2019,General Government Support,Professional Services,6881245.67,30,16
12,Nova Scotia,2019,General Government Support,"Resources, Fuels & Materials",614964.89,38,19
12,Nova Scotia,2019,General Government Support,Utilities & Environmental,12415867.01,61,14
12,Nova Scotia,2019,Industrial and Technical Support,Aerospace & Space,10609.05,1,1
12,Nova Scotia,2019,Industrial and Technical Support,Automotive & Heavy Vehicles,2543156.81,20,12
12,Nova Scotia,2019,Industrial and Technical Support,Civil Engineering & Infrastructure,68536945.24,67,25
12,Nova Scotia,2019,Industrial and Technical Support,Heavy Industry & Machinery,122145.89,6,6
12,Nova Scotia,2019,Industrial and Technical Support,High-Tech Hardware & Telecom,5672382.12,14,13
12,Nova Scotia,2019,Industrial and Technical Support,Life Sciences & Medical,18351.42,1,1
12,Nova Scotia,2019,Industrial and Technical Support,"Logistics, Training & Workforce",24897.5,2,2
12,Nova Scotia,2019,Industrial and Technical Support,Professional Services,1164961.75,4,4
12,Nova Scotia,2019,Industrial and Technical Support,"Resources, Fuels & Materials",1341862.3,56,16
12,Nova Scotia,2019,Industrial and Technical Support,Software & IT Services,2995903.86,39,26
12,Nova Scotia,2019,Industrial and Technical Support,Weapons & Tactical Security,24147345.76,75,5
12,Nova Scotia,2020,Core Defence Industrial Complex,Automotive & Heavy Vehicles,85658.15,5,4
12,Nova Scotia,2020,Core Defence Industrial Complex,Marine & Shipbuilding,5168098.51,49,6
12,Nova Scotia,2020,Core Defence Industrial Complex,Weapons & Tactical Security,14089030.700000001,8,1
12,Nova Scotia,2020,General Government Support,Civil Engineering & Infrastructure,35522890.51,288,70
12,Nova Scotia,2020,General Government Support,Heavy Industry & Machinery,7557722.82,82,43
12,Nova Scotia,2020,General Government Support,Life Sciences & Medical,58806.58,3,1
12,Nova Scotia,2020,General Government Support,"Logistics, Training & Workforce",9120478.55,154,48
12,Nova Scotia,2020,General Government Support,Other,1570394.25,41,17
12,Nova Scotia,2020,General Government Support,Professional Services,6428353.1,30,17
12,Nova Scotia,2020,General Government Support,"Resources, Fuels & Materials",759770.02,40,18
12,Nova Scotia,2020,General Government Support,Utilities & Environmental,7285356.9,53,13
12,Nova Scotia,2020,Industrial and Technical Support,Automotive & Heavy Vehicles,1115719.98,10,6
12,Nova Scotia,2020,Industrial and Technical Support,Civil Engineering & Infrastructure,604107345.66,86,28
12,Nova Scotia,2020,Industrial and Technical Support,Heavy Industry & Machinery,505936.18,10,8
12,Nova Scotia,2020,Industrial and Technical Support,High-Tech Hardware & Telecom,1961277.34,9,6
12,Nova Scotia,2020,Industrial and Technical Support,Life Sciences & Medical,181813.46,2,2
12,Nova Scotia,2020,Industrial and Technical Support,"Logistics, Training & Workforce",37345.31,2,2
12,Nova Scotia,2020,Industrial and Technical Support,Professional Services,977439.1,1,1
12,Nova Scotia,2020,Industrial and Technical Support,"Resources, Fuels & Materials",1596693.17,77,15
12,Nova Scotia,2020,Industrial and Technical Support,Software & IT Services,3671906.88,44,27
12,Nova Scotia,2020,Industrial and Technical Support,Weapons & Tactical Security,1816441,37,1
12,Nova Scotia,2021,Core Defence Industrial Complex,Automotive & Heavy Vehicles,73104.49,4,4
12,Nova Scotia,2021,Core Defence Industrial Complex,Civil Engineering & Infrastructure,62855.32,1,1
12,Nova Scotia,2021,Core Defence Industrial Complex,Marine & Shipbuilding,6052407.4,51,17
12,Nova Scotia,2021,Core Defence Industrial Complex,Weapons & Tactical Security,9978061.9,5,4
12,Nova Scotia,2021,General Government Support,Civil Engineering & Infrastructure,30041321.34,396,79
12,Nova Scotia,2021,General Government Support,Heavy Industry & Machinery,4437235.67,90,42
12,Nova Scotia,2021,General Government Support,High-Tech Hardware & Telecom,31500.01,1,1
12,Nova Scotia,2021,General Government Support,"Logistics, Training & Workforce",13118218.69,147,59
12,Nova Scotia,2021,General Government Support,Other,216046.07,10,9
12,Nova Scotia,2021,General Government Support,Professional Services,14974916.14,28,18
12,Nova Scotia,2021,General Government Support,"Resources, Fuels & Materials",1520464.59,50,23
12,Nova Scotia,2021,General Government Support,Utilities & Environmental,11957562.42,57,21
12,Nova Scotia,2021,Industrial and Technical Support,Automotive & Heavy Vehicles,86197.34,2,2
12,Nova Scotia,2021,Industrial and Technical Support,Civil Engineering & Infrastructure,41728057.67,112,35
12,Nova Scotia,2021,Industrial and Technical Support,Heavy Industry & Machinery,307240.58,13,7
12,Nova Scotia,2021,Industrial and Technical Support,High-Tech Hardware & Telecom,76080536.46,12,10
12,Nova Scotia,2021,Industrial and Technical Support,Life Sciences & Medical,1068294.71,3,3
12,Nova Scotia,2021,Industrial and Technical Support,"Logistics, Training & Workforce",50103.75,2,2
12,Nova Scotia,2021,Industrial and Technical Support,Marine & Shipbuilding,370875,1,1
12,Nova Scotia,2021,Industrial and Technical Support,"Resources, Fuels & Materials",3608196.34,137,21
12,Nova Scotia,2021,Industrial and Technical Support,Software & IT Services,698987445.29,44,34
12,Nova Scotia,2021,Industrial and Technical Support,Weapons & Tactical Security,19756075.85,63,2
12,Nova Scotia,2022,Core Defence Industrial Complex,Aerospace & Space,31421780.29,2,1
12,Nova Scotia,2022,Core Defence Industrial Complex,Automotive & Heavy Vehicles,46240.16,2,2
12,Nova Scotia,2022,Core Defence Industrial Complex,Civil Engineering & Infrastructure,481103,7,3
12,Nova Scotia,2022,Core Defence Industrial Complex,Marine & Shipbuilding,24844368.73,67,18
12,Nova Scotia,2022,Core Defence Industrial Complex,Weapons & Tactical Security,10678803.57,7,4
12,Nova Scotia,2022,General Government Support,Civil Engineering & Infrastructure,30944771.24,403,79
12,Nova Scotia,2022,General Government Support,Heavy Industry & Machinery,22151445.16,99,56
12,Nova Scotia,2022,General Government Support,High-Tech Hardware & Telecom,31940.12,1,1
12,Nova Scotia,2022,General Government Support,Life Sciences & Medical,119119.76,2,2
12,Nova Scotia,2022,General Government Support,"Logistics, Training & Workforce",7271131.88,208,72
12,Nova Scotia,2022,General Government Support,Other,995753.6,25,21
12,Nova Scotia,2022,General Government Support,Professional Services,3176514.9,39,29
12,Nova Scotia,2022,General Government Support,"Resources, Fuels & Materials",2252814.92,48,19
12,Nova Scotia,2022,General Government Support,Utilities & Environmental,6727984.89,60,20
12,Nova Scotia,2022,Industrial and Technical Support,Aerospace & Space,115973.71,1,1
12,Nova Scotia,2022,Industrial and Technical Support,Automotive & Heavy Vehicles,8599716.69,13,9
12,Nova Scotia,2022,Industrial and Technical Support,Civil Engineering & Infrastructure,27368956.13,73,31
12,Nova Scotia,2022,Industrial and Technical Support,Heavy Industry & Machinery,305312.64,11,8
12,Nova Scotia,2022,Industrial and Technical Support,High-Tech Hardware & Telecom,1747783.68,16,12
12,Nova Scotia,2022,Industrial and Technical Support,Life Sciences & Medical,46494.5,1,1
12,Nova Scotia,2022,Industrial and Technical Support,"Logistics, Training & Workforce",53965.86,3,3
12,Nova Scotia,2022,Industrial and Technical Support,Marine & Shipbuilding,87043.5,2,2
12,Nova Scotia,2022,Industrial and Technical Support,"Resources, Fuels & Materials",8087171.34,205,24
12,Nova Scotia,2022,Industrial and Technical Support,Software & IT Services,12025167.74,50,30
12,Nova Scotia,2022,Industrial and Technical Support,Weapons & Tactical Security,21992755.68,48,3
12,Nova Scotia,2023,Core Defence Industrial Complex,Aerospace & Space,1478363.1,1,1
12,Nova Scotia,2023,Core Defence Industrial Complex,Automotive & Heavy Vehicles,13481.07,1,1
12,Nova Scotia,2023,Core Defence Industrial Complex,Civil Engineering & Infrastructure,4678547.88,5,4
12,Nova Scotia,2023,Core Defence Industrial Complex,Marine & Shipbuilding,9190654.58,78,27
12,Nova Scotia,2023,Core Defence Industrial Complex,Weapons & Tactical Security,4389827.220000001,6,6
12,Nova Scotia,2023,General Government Support,Civil Engineering & Infrastructure,87591223.84,457,88
12,Nova Scotia,2023,General Government Support,Heavy Industry & Machinery,11631348.24,149,79
12,Nova Scotia,2023,General Government Support,High-Tech Hardware & Telecom,52438,2,2
12,Nova Scotia,2023,General Government Support,Life Sciences & Medical,260504.55,1,1
12,Nova Scotia,2023,General Government Support,"Logistics, Training & Workforce",6974460.21,236,89
12,Nova Scotia,2023,General Government Support,Other,1536827.48,69,28
12,Nova Scotia,2023,General Government Support,Professional Services,3537303.93,37,31
12,Nova Scotia,2023,General Government Support,"Resources, Fuels & Materials",7363368.22,60,27
12,Nova Scotia,2023,General Government Support,Utilities & Environmental,29090613.36,82,27
12,Nova Scotia,2023,Industrial and Technical Support,Automotive & Heavy Vehicles,11093355.49,25,16
12,Nova Scotia,2023,Industrial and Technical Support,Civil Engineering & Infrastructure,247013767.31,119,43
12,Nova Scotia,2023,Industrial and Technical Support,Heavy Industry & Machinery,255176.14,5,5
12,Nova Scotia,2023,Industrial and Technical Support,High-Tech Hardware & Telecom,537400.86,9,7
12,Nova Scotia,2023,Industrial and Technical Support,Life Sciences & Medical,258298.76,3,3
12,Nova Scotia,2023,Industrial and Technical Support,"Logistics, Training & Workforce",41100,2,2
12,Nova Scotia,2023,Industrial and Technical Support,Marine & Shipbuilding,1472736.9,1,1
12,Nova Scotia,2023,Industrial and Technical Support,"Resources, Fuels & Materials",6779586.42,174,29
12,Nova Scotia,2023,Industrial and Technical Support,Software & IT Services,12111225.55,73,51
12,Nova Scotia,2023,Industrial and Technical Support,Weapons & Tactical Security,4136153.93,43,6
12,Nova Scotia,2024,Core Defence Industrial Complex,Aerospace & Space,3480069695,4,4
12,Nova Scotia,2024,Core Defence Industrial Complex,Automotive & Heavy Vehicles,177557.93,3,2
12,Nova Scotia,2024,Core Defence Industrial Complex,Marine & Shipbuilding,43389575.18,59,22
12,Nova Scotia,2024,Core Defence Industrial Complex,Weapons & Tactical Security,79726281.2,4,4
12,Nova Scotia,2024,General Government Support,Civil Engineering & Infrastructure,33695057.73,501,78
12,Nova Scotia,2024,General Government Support,Heavy Industry & Machinery,21216725.61,137,65
12,Nova Scotia,2024,General Government Support,High-Tech Hardware & Telecom,92183.25,4,4
12,Nova Scotia,2024,General Government Support,Life Sciences & Medical,56353.78,2,2
12,Nova Scotia,2024,General Government Support,"Logistics, Training & Workforce",27850498.35,223,86
12,Nova Scotia,2024,General Government Support,Other,1175993.85,55,18
12,Nova Scotia,2024,General Government Support,Professional Services,13368089.98,39,30
12,Nova Scotia,2024,General Government Support,"Resources, Fuels & Materials",1900168.69,59,26
12,Nova Scotia,2024,General Government Support,Utilities & Environmental,31539072.32,112,32
12,Nova Scotia,2024,Industrial and Technical Support,Aerospace & Space,71729.06,2,1
12,Nova Scotia,2024,Industrial and Technical Support,Automotive & Heavy Vehicles,2246655.1,17,12
12,Nova Scotia,2024,Industrial and Technical Support,Civil Engineering & Infrastructure,133953949.69,86,44
12,Nova Scotia,2024,Industrial and Technical Support,Heavy Industry & Machinery,181728.87,6,6
12,Nova Scotia,2024,Industrial and Technical Support,High-Tech Hardware & Telecom,1148088.38,6,5
12,Nova Scotia,2024,Industrial and Technical Support,Life Sciences & Medical,62095.54,3,2
12,Nova Scotia,2024,Industrial and Technical Support,"Logistics, Training & Workforce",23117.879999999997,2,2
12,Nova Scotia,2024,Industrial and Technical Support,"Resources, Fuels & Materials",2995861.71,106,21
12,Nova Scotia,2024,Industrial and Technical Support,Software & IT Services,9845873.04,84,49
12,Nova Scotia,2024,Industrial and Technical Support,Weapons & Tactical Security,12445114.6,34,10
12,Nova Scotia,2025,Core Defence Industrial Complex,Aerospace & Space,3330850.08,3,3
12,Nova Scotia,2025,Core Defence Industrial Complex,Automotive & Heavy Vehicles,86956.22,5,4
12,Nova Scotia,2025,Core Defence Industrial Complex,Civil Engineering & Infrastructure,2154106.34,3,3
12,Nova Scotia,2025,Core Defence Industrial Complex,Marine & Shipbuilding,10847768076.02,303,97
12,Nova Scotia,2025,Core Defence Industrial Complex,Weapons & Tactical Security,652005.42,7,5
12,Nova Scotia,2025,General Government Support,Civil Engineering & Infrastructure,51064363.6,414,85
12,Nova Scotia,2025,General Government Support,Heavy Industry & Machinery,20158125.03,206,91
12,Nova Scotia,2025,General Government Support,High-Tech Hardware & Telecom,15750,1,1
12,Nova Scotia,2025,General Government Support,Life Sciences & Medical,33461.06,3,3
12,Nova Scotia,2025,General Government Support,"Logistics, Training & Workforce",13104404.11,435,111
12,Nova Scotia,2025,General Government Support,Other,5444924.74,126,30
12,Nova Scotia,2025,General Government Support,Professional Services,24805127.42,33,26
12,Nova Scotia,2025,General Government Support,"Resources, Fuels & Materials",2131679.91,43,20
12,Nova Scotia,2025,General Government Support,Utilities & Environmental,5380076.85,139,22
12,Nova Scotia,2025,Industrial and Technical Support,Automotive & Heavy Vehicles,275032.21,11,11
12,Nova Scotia,2025,Industrial and Technical Support,Civil Engineering & Infrastructure,64431341.85,79,36
12,Nova Scotia,2025,Industrial and Technical Support,Heavy Industry & Machinery,2566483.67,18,12
12,Nova Scotia,2025,Industrial and Technical Support,High-Tech Hardware & Telecom,2587012.59,11,10
12,Nova Scotia,2025,Industrial and Technical Support,Life Sciences & Medical,301902.46,5,5
12,Nova Scotia,2025,Industrial and Technical Support,"Logistics, Training & Workforce",630376.86,7,6
12,Nova Scotia,2025,Industrial and Technical Support,"Resources, Fuels & Materials",3288689.25,122,38
12,Nova Scotia,2025,Industrial and Technical Support,Software & IT Services,9278960.6,70,46
12,Nova Scotia,2025,Industrial and Technical Support,Weapons & Tactical Security,11760940.64,28,9
12,Nova Scotia,2026,Core Defence Industrial Complex,Aerospace & Space,80977.39,1,1
12,Nova Scotia,2026,Core Defence Industrial Complex,Automotive & Heavy Vehicles,47310,4,3
12,Nova Scotia,2026,Core Defence Industrial Complex,Marine & Shipbuilding,6525997.44,127,48
12,Nova Scotia,2026,Core Defence Industrial Complex,Weapons & Tactical Security,1267047.53,2,2
12,Nova Scotia,2026,General Government Support,Civil Engineering & Infrastructure,9241957.08,36,22
12,Nova Scotia,2026,General Government Support,Heavy Industry & Machinery,4936892.69,88,44
12,Nova Scotia,2026,General Government Support,Life Sciences & Medical,116902.14,8,3
12,Nova Scotia,2026,General Government Support,"Logistics, Training & Workforce",12002036.38,132,63
12,Nova Scotia,2026,General Government Support,Other,998976.07,40,7
12,Nova Scotia,2026,General Government Support,Professional Services,323836.25,5,5
12,Nova Scotia,2026,General Government Support,"Resources, Fuels & Materials",155045.34,9,7
12,Nova Scotia,2026,General Government Support,Utilities & Environmental,745184.48,32,14
12,Nova Scotia,2026,Industrial and Technical Support,Automotive & Heavy Vehicles,1385967.74,5,5
12,Nova Scotia,2026,Industrial and Technical Support,Civil Engineering & Infrastructure,1486935.25,17,12
12,Nova Scotia,2026,Industrial and Technical Support,Heavy Industry & Machinery,436349.65,18,13
12,Nova Scotia,2026,Industrial and Technical Support,High-Tech Hardware & Telecom,2746691.91,4,4
12,Nova Scotia,2026,Industrial and Technical Support,Life Sciences & Medical,537784.6599999999,3,3
12,Nova Scotia,2026,Industrial and Technical Support,"Logistics, Training & Workforce",902936.47,11,5
12,Nova Scotia,2026,Industrial and Technical Support,"Resources, Fuels & Materials",841225.38,32,16
12,Nova Scotia,2026,Industrial and Technical Support,Software & IT Services,2058469.02,10,7
12,Nova Scotia,2026,Industrial and Technical Support,Weapons & Tactical Security,108496.03,2,2
13,New Brunswick,2016,General Government Support,Civil Engineering & Infrastructure,1950747.15,72,15
13,New Brunswick,2016,General Government Support,Heavy Industry & Machinery,85893.18,7,1
13,New Brunswick,2016,General Government Support,"Logistics, Training & Workforce",1651838.9,11,6
13,New Brunswick,2016,General Government Support,Other,540676.15,17,5
13,New Brunswick,2016,General Government Support,Professional Services,562140.8,4,3
13,New Brunswick,2016,General Government Support,"Resources, Fuels & Materials",302901.47,5,3
13,New Brunswick,2016,General Government Support,Utilities & Environmental,221732.44,7,3
13,New Brunswick,2016,Industrial and Technical Support,Civil Engineering & Infrastructure,384229.41000000003,13,4
13,New Brunswick,2016,Industrial and Technical Support,High-Tech Hardware & Telecom,158567.28,3,2
13,New Brunswick,2016,Industrial and Technical Support,"Logistics, Training & Workforce",15225,1,1
13,New Brunswick,2016,Industrial and Technical Support,"Resources, Fuels & Materials",390928.11,30,4
13,New Brunswick,2016,Industrial and Technical Support,Weapons & Tactical Security,13437.56,1,1
13,New Brunswick,2017,Core Defence Industrial Complex,Civil Engineering & Infrastructure,403650,1,1
13,New Brunswick,2017,Core Defence Industrial Complex,Marine & Shipbuilding,854126.25,2,2
13,New Brunswick,2017,General Government Support,Civil Engineering & Infrastructure,10477128.49,167,35
13,New Brunswick,2017,General Government Support,Heavy Industry & Machinery,1760236.06,30,21
13,New Brunswick,2017,General Government Support,Life Sciences & Medical,344095.1,26,1
13,New Brunswick,2017,General Government Support,"Logistics, Training & Workforce",4419805.54,54,25
13,New Brunswick,2017,General Government Support,Other,485933.08999999997,15,6
13,New Brunswick,2017,General Government Support,Professional Services,2000401.85,7,7
13,New Brunswick,2017,General Government Support,"Resources, Fuels & Materials",4505753.5,77,7
13,New Brunswick,2017,General Government Support,Utilities & Environmental,634103.83,11,6
13,New Brunswick,2017,Industrial and Technical Support,Automotive & Heavy Vehicles,26340.04,2,2
13,New Brunswick,2017,Industrial and Technical Support,Civil Engineering & Infrastructure,3422494.6,19,16
13,New Brunswick,2017,Industrial and Technical Support,Heavy Industry & Machinery,24987.2,1,1
13,New Brunswick,2017,Industrial and Technical Support,High-Tech Hardware & Telecom,2012158.41,9,5
13,New Brunswick,2017,Industrial and Technical Support,Life Sciences & Medical,22071.36,1,1
13,New Brunswick,2017,Industrial and Technical Support,"Logistics, Training & Workforce",672116.97,18,3
13,New Brunswick,2017,Industrial and Technical Support,Professional Services,1149864.6,1,1
13,New Brunswick,2017,Industrial and Technical Support,"Resources, Fuels & Materials",6087736.94,140,22
13,New Brunswick,2017,Industrial and Technical Support,Software & IT Services,2221532.9,13,8
13,New Brunswick,2018,Core Defence Industrial Complex,Automotive & Heavy Vehicles,13398.33,1,1
13,New Brunswick,2018,Core Defence Industrial Complex,Marine & Shipbuilding,25000,1,1
13,New Brunswick,2018,Core Defence Industrial Complex,Weapons & Tactical Security,284742.84,5,2
13,New Brunswick,2018,General Government Support,Civil Engineering & Infrastructure,5084558.66,150,26
13,New Brunswick,2018,General Government Support,Heavy Industry & Machinery,1363694.44,38,15
13,New Brunswick,2018,General Government Support,Life Sciences & Medical,202623.83,15,2
13,New Brunswick,2018,General Government Support,"Logistics, Training & Workforce",2534821.13,58,33
13,New Brunswick,2018,General Government Support,Other,2385179.31,15,7
13,New Brunswick,2018,General Government Support,Professional Services,1065053.55,15,13
13,New Brunswick,2018,General Government Support,"Resources, Fuels & Materials",13639640.55,74,11
13,New Brunswick,2018,General Government Support,Utilities & Environmental,1396594.69,14,8
13,New Brunswick,2018,Industrial and Technical Support,Automotive & Heavy Vehicles,82906.96,5,2
13,New Brunswick,2018,Industrial and Technical Support,Civil Engineering & Infrastructure,3405409.67,24,17
13,New Brunswick,2018,Industrial and Technical Support,Heavy Industry & Machinery,802679.48,7,5
13,New Brunswick,2018,Industrial and Technical Support,High-Tech Hardware & Telecom,638035.63,16,7
13,New Brunswick,2018,Industrial and Technical Support,Life Sciences & Medical,16358.75,1,1
13,New Brunswick,2018,Industrial and Technical Support,"Logistics, Training & Workforce",100865.70999999999,7,3
13,New Brunswick,2018,Industrial and Technical Support,"Resources, Fuels & Materials",15496079.21,200,16
13,New Brunswick,2018,Industrial and Technical Support,Software & IT Services,1254731.02,13,11
13,New Brunswick,2018,Industrial and Technical Support,Weapons & Tactical Security,11985.2,1,1
13,New Brunswick,2019,Core Defence Industrial Complex,Marine & Shipbuilding,120066.8,5,5
13,New Brunswick,2019,General Government Support,Civil Engineering & Infrastructure,7488013.390000001,133,29
13,New Brunswick,2019,General Government Support,Heavy Industry & Machinery,1946298.51,29,14
13,New Brunswick,2019,General Government Support,Life Sciences & Medical,413010.87,31,2
13,New Brunswick,2019,General Government Support,"Logistics, Training & Workforce",1695902.32,101,22
13,New Brunswick,2019,General Government Support,Other,1361585.77,15,7
13,New Brunswick,2019,General Government Support,Professional Services,1560551.55,13,13
13,New Brunswick,2019,General Government Support,"Resources, Fuels & Materials",7447661.47,71,9
13,New Brunswick,2019,General Government Support,Utilities & Environmental,1813122.29,10,8
13,New Brunswick,2019,Industrial and Technical Support,Automotive & Heavy Vehicles,152887.08,8,6
13,New Brunswick,2019,Industrial and Technical Support,Civil Engineering & Infrastructure,44091550.67,24,11
13,New Brunswick,2019,Industrial and Technical Support,Heavy Industry & Machinery,44917.63,1,1
13,New Brunswick,2019,Industrial and Technical Support,High-Tech Hardware & Telecom,1400577.4100000001,15,8
13,New Brunswick,2019,Industrial and Technical Support,"Logistics, Training & Workforce",156343.21,9,6
13,New Brunswick,2019,Industrial and Technical Support,"Resources, Fuels & Materials",17274053.01,142,13
13,New Brunswick,2019,Industrial and Technical Support,Software & IT Services,1180272.56,7,6
13,New Brunswick,2020,Core Defence Industrial Complex,Automotive & Heavy Vehicles,98287.6,5,3
13,New Brunswick,2020,Core Defence Industrial Complex,Marine & Shipbuilding,43927.13,1,1
13,New Brunswick,2020,General Government Support,Civil Engineering & Infrastructure,12525969.6,161,35
13,New Brunswick,2020,General Government Support,Heavy Industry & Machinery,483134.52,25,16
13,New Brunswick,2020,General Government Support,Life Sciences & Medical,719557.02,46,3
13,New Brunswick,2020,General Government Support,"Logistics, Training & Workforce",1568241.42,74,21
13,New Brunswick,2020,General Government Support,Other,621678.27,19,8
13,New Brunswick,2020,General Government Support,Professional Services,1834384.0799999998,11,9
13,New Brunswick,2020,General Government Support,"Resources, Fuels & Materials",14271067.87,61,9
13,New Brunswick,2020,General Government Support,Utilities & Environmental,3753320.68,8,5
13,New Brunswick,2020,Industrial and Technical Support,Automotive & Heavy Vehicles,108353.78,5,4
13,New Brunswick,2020,Industrial and Technical Support,Civil Engineering & Infrastructure,3676898.25,21,13
13,New Brunswick,2020,Industrial and Technical Support,Heavy Industry & Machinery,15919.54,1,1
13,New Brunswick,2020,Industrial and Technical Support,High-Tech Hardware & Telecom,976629.2000000001,14,6
