region_uid,region_name,year,tier,object_cluster,total_value,n_contracts,n_vendors
13,New Brunswick,2026,ALL,Software & IT Services,205499.31,6,6
13,New Brunswick,2026,ALL,Utilities & Environmental,942582.17,6,3
13,New Brunswick,2026,ALL,Weapons & Tactical Security,130550,2,2
24,Quebec,2016,ALL,Aerospace & Space,86970.66,5,4
24,Quebec,2016,ALL,Automotive & Heavy Vehicles,27094237.54,24,10
24,Quebec,2016,ALL,Civil Engineering & Infrastructure,139470.34,6,6
24,Quebec,2016,ALL,Heavy Industry & Machinery,5516162.82,44,26
24,Quebec,2016,ALL,High-Tech Hardware & Telecom,436435.6,9,6
24,Quebec,2016,ALL,Life Sciences & Medical,1119988.0999999999,2,2
24,Quebec,2016,ALL,"Logistics, Training & Workforce",892477.13,25,24
24,Quebec,2016,ALL,Marine & Shipbuilding,95583.01000000001,3,3
24,Quebec,2016,ALL,Other,314331.14,12,11
24,Quebec,2016,ALL,Professional Services,187949562.18,3,3
24,Quebec,2016,ALL,"Resources, Fuels & Materials",1113832.34,52,14
24,Quebec,2016,ALL,Software & IT Services,242601.8,3,3
24,Quebec,2016,ALL,Utilities & Environmental,15000,1,1
24,Quebec,2017,ALL,Aerospace & Space,753611989.03,87,18
24,Quebec,2017,ALL,Automotive & Heavy Vehicles,66298590.65,121,47
24,Quebec,2017,ALL,Civil Engineering & Infrastructure,72667843.09,187,94
24,Quebec,2017,ALL,Heavy Industry & Machinery,27953765.76,300,127
24,Quebec,2017,ALL,High-Tech Hardware & Telecom,11423105.65,78,33
24,Quebec,2017,ALL,Life Sciences & Medical,2109437.44,44,22
24,Quebec,2017,ALL,"Logistics, Training & Workforce",13889326.92,269,142
24,Quebec,2017,ALL,Marine & Shipbuilding,1413142931.64,58,18
24,Quebec,2017,ALL,Other,871892.83,39,30
24,Quebec,2017,ALL,Professional Services,5445584.069999999,41,36
24,Quebec,2017,ALL,"Resources, Fuels & Materials",15130801.42,362,77
24,Quebec,2017,ALL,Software & IT Services,5079712.86,63,47
24,Quebec,2017,ALL,Utilities & Environmental,18139988.08,27,15
24,Quebec,2017,ALL,Weapons & Tactical Security,3822191.79,30,15
24,Quebec,2018,ALL,Aerospace & Space,85609630.35,222,23
24,Quebec,2018,ALL,Automotive & Heavy Vehicles,20246642.59,167,56
24,Quebec,2018,ALL,Civil Engineering & Infrastructure,197575696.48,240,129
24,Quebec,2018,ALL,Heavy Industry & Machinery,19895777.94,314,139
24,Quebec,2018,ALL,High-Tech Hardware & Telecom,32789897.89,176,53
24,Quebec,2018,ALL,Life Sciences & Medical,6512860.25,70,38
24,Quebec,2018,ALL,"Logistics, Training & Workforce",22975313.6,423,187
24,Quebec,2018,ALL,Marine & Shipbuilding,23510790.46,114,26
24,Quebec,2018,ALL,Other,3083625.4,49,44
24,Quebec,2018,ALL,Professional Services,14590811.43,56,49
24,Quebec,2018,ALL,"Resources, Fuels & Materials",21042032.1,544,96
24,Quebec,2018,ALL,Software & IT Services,37735617.4,78,65
24,Quebec,2018,ALL,Utilities & Environmental,8783533.1,34,14
24,Quebec,2018,ALL,Weapons & Tactical Security,88221022.79,49,21
24,Quebec,2019,ALL,Aerospace & Space,121296065.84,271,14
24,Quebec,2019,ALL,Automotive & Heavy Vehicles,2292666736.97,147,61
24,Quebec,2019,ALL,Civil Engineering & Infrastructure,339103355.05,157,105
24,Quebec,2019,ALL,Heavy Industry & Machinery,9684012.52,237,102
24,Quebec,2019,ALL,High-Tech Hardware & Telecom,15883297.84,147,45
24,Quebec,2019,ALL,Life Sciences & Medical,15621027.63,70,27
24,Quebec,2019,ALL,"Logistics, Training & Workforce",35075373.78,504,188
24,Quebec,2019,ALL,Marine & Shipbuilding,1826606721.53,58,23
24,Quebec,2019,ALL,Other,947765.76,52,31
24,Quebec,2019,ALL,Professional Services,10890168.22,65,47
24,Quebec,2019,ALL,"Resources, Fuels & Materials",16969004.22,434,102
24,Quebec,2019,ALL,Software & IT Services,9886557.24,63,53
24,Quebec,2019,ALL,Utilities & Environmental,20756795.92,18,13
24,Quebec,2019,ALL,Weapons & Tactical Security,44251855.41,35,13
24,Quebec,2020,ALL,Aerospace & Space,123217834.93,52,11
24,Quebec,2020,ALL,Automotive & Heavy Vehicles,36275880.09,111,51
24,Quebec,2020,ALL,Civil Engineering & Infrastructure,617575048.08,187,104
24,Quebec,2020,ALL,Heavy Industry & Machinery,15305654.82,284,134
24,Quebec,2020,ALL,High-Tech Hardware & Telecom,32598963.58,116,44
24,Quebec,2020,ALL,Life Sciences & Medical,2918499.35,35,24
24,Quebec,2020,ALL,"Logistics, Training & Workforce",24417754.76,417,145
24,Quebec,2020,ALL,Marine & Shipbuilding,6099265.91,71,17
24,Quebec,2020,ALL,Other,995919.81,47,22
24,Quebec,2020,ALL,Professional Services,49753534.62,67,44
24,Quebec,2020,ALL,"Resources, Fuels & Materials",6450736.38,206,81
24,Quebec,2020,ALL,Software & IT Services,3418292.01,52,39
24,Quebec,2020,ALL,Utilities & Environmental,1863205.78,22,19
24,Quebec,2020,ALL,Weapons & Tactical Security,164478792.79,44,6
24,Quebec,2021,ALL,Aerospace & Space,5468961.82,40,13
24,Quebec,2021,ALL,Automotive & Heavy Vehicles,39400301.9,74,40
24,Quebec,2021,ALL,Civil Engineering & Infrastructure,233873318.62,190,96
24,Quebec,2021,ALL,Heavy Industry & Machinery,15574331.34,230,112
24,Quebec,2021,ALL,High-Tech Hardware & Telecom,20390201.849999998,153,49
24,Quebec,2021,ALL,Life Sciences & Medical,43543597.04,39,33
24,Quebec,2021,ALL,"Logistics, Training & Workforce",34118285.64,434,160
24,Quebec,2021,ALL,Marine & Shipbuilding,4854174.65,53,14
24,Quebec,2021,ALL,Other,1391292.92,66,34
24,Quebec,2021,ALL,Professional Services,37975517.38,85,58
24,Quebec,2021,ALL,"Resources, Fuels & Materials",32456607.91,607,108
24,Quebec,2021,ALL,Software & IT Services,9828357.63,122,53
24,Quebec,2021,ALL,Utilities & Environmental,3475962.62,10,7
24,Quebec,2021,ALL,Weapons & Tactical Security,136697661.43,37,10
24,Quebec,2022,ALL,Aerospace & Space,85798779.47,71,22
24,Quebec,2022,ALL,Automotive & Heavy Vehicles,21140174.18,105,50
24,Quebec,2022,ALL,Civil Engineering & Infrastructure,885119006.93,247,133
24,Quebec,2022,ALL,Heavy Industry & Machinery,68356666.09,280,135
24,Quebec,2022,ALL,High-Tech Hardware & Telecom,25997848.71,116,52
24,Quebec,2022,ALL,Life Sciences & Medical,2744438.65,48,36
24,Quebec,2022,ALL,"Logistics, Training & Workforce",926999178.94,578,192
24,Quebec,2022,ALL,Marine & Shipbuilding,15654716.89,74,15
24,Quebec,2022,ALL,Other,1725334.85,69,40
24,Quebec,2022,ALL,Professional Services,38898622.62,87,60
24,Quebec,2022,ALL,"Resources, Fuels & Materials",33117711.86,539,115
24,Quebec,2022,ALL,Software & IT Services,18315099.09,157,71
24,Quebec,2022,ALL,Utilities & Environmental,5396992.19,21,16
24,Quebec,2022,ALL,Weapons & Tactical Security,221511929.08,43,14
24,Quebec,2023,ALL,Aerospace & Space,2291162453.54,51,21
24,Quebec,2023,ALL,Automotive & Heavy Vehicles,19217875.86,132,74
24,Quebec,2023,ALL,Civil Engineering & Infrastructure,792904255.65,239,140
24,Quebec,2023,ALL,Heavy Industry & Machinery,15860231.84,373,174
24,Quebec,2023,ALL,High-Tech Hardware & Telecom,37242171.74,142,56
24,Quebec,2023,ALL,Life Sciences & Medical,9869932.23,38,31
24,Quebec,2023,ALL,"Logistics, Training & Workforce",234694390.28,611,240
24,Quebec,2023,ALL,Marine & Shipbuilding,28051468.85,53,17
24,Quebec,2023,ALL,Other,12454269.26,66,47
24,Quebec,2023,ALL,Professional Services,17532002.1,125,102
24,Quebec,2023,ALL,"Resources, Fuels & Materials",43756680.88,445,122
24,Quebec,2023,ALL,Software & IT Services,27811961.02,148,77
24,Quebec,2023,ALL,Utilities & Environmental,10517547.55,20,14
24,Quebec,2023,ALL,Weapons & Tactical Security,309555014.35,49,14
24,Quebec,2024,ALL,Aerospace & Space,85417996.86,78,33
24,Quebec,2024,ALL,Automotive & Heavy Vehicles,45508715.25,186,97
24,Quebec,2024,ALL,Civil Engineering & Infrastructure,62445971.11,231,113
24,Quebec,2024,ALL,Heavy Industry & Machinery,37113298.42,384,183
24,Quebec,2024,ALL,High-Tech Hardware & Telecom,71870507.93,133,57
24,Quebec,2024,ALL,Life Sciences & Medical,3887732.55,44,34
24,Quebec,2024,ALL,"Logistics, Training & Workforce",29544012.51,687,259
24,Quebec,2024,ALL,Marine & Shipbuilding,110357021.59,64,28
24,Quebec,2024,ALL,Other,1923377.97,45,32
24,Quebec,2024,ALL,Professional Services,12908398.6,94,72
24,Quebec,2024,ALL,"Resources, Fuels & Materials",67629273.46,535,105
24,Quebec,2024,ALL,Software & IT Services,12523273.36,132,71
24,Quebec,2024,ALL,Utilities & Environmental,4690381.850000001,26,16
24,Quebec,2024,ALL,Weapons & Tactical Security,363954984.72,67,22
24,Quebec,2025,ALL,Aerospace & Space,726461987.99,176,39
24,Quebec,2025,ALL,Automotive & Heavy Vehicles,45350126.410000004,157,89
24,Quebec,2025,ALL,Civil Engineering & Infrastructure,160568977.81,343,133
24,Quebec,2025,ALL,Heavy Industry & Machinery,263877506.77,641,285
24,Quebec,2025,ALL,High-Tech Hardware & Telecom,47525601.93,188,69
24,Quebec,2025,ALL,Life Sciences & Medical,37833894.47,72,51
24,Quebec,2025,ALL,"Logistics, Training & Workforce",94862550.93,1011,319
24,Quebec,2025,ALL,Marine & Shipbuilding,40587636.35,173,53
24,Quebec,2025,ALL,Other,8714695.540000001,118,58
24,Quebec,2025,ALL,Professional Services,33754851.38,99,73
24,Quebec,2025,ALL,"Resources, Fuels & Materials",72759051.4,589,142
24,Quebec,2025,ALL,Software & IT Services,30977248.22,162,90
24,Quebec,2025,ALL,Utilities & Environmental,16063979.81,33,18
24,Quebec,2025,ALL,Weapons & Tactical Security,434788247.36,79,20
24,Quebec,2026,ALL,Aerospace & Space,365487667.68,11,9
24,Quebec,2026,ALL,Automotive & Heavy Vehicles,3281063.28,38,29
24,Quebec,2026,ALL,Civil Engineering & Infrastructure,849368778.55,79,45
24,Quebec,2026,ALL,Heavy Industry & Machinery,12634757.209999999,214,120
24,Quebec,2026,ALL,High-Tech Hardware & Telecom,17037837.42,67,34
24,Quebec,2026,ALL,Life Sciences & Medical,857109.49,17,16
24,Quebec,2026,ALL,"Logistics, Training & Workforce",16995654.76,279,141
24,Quebec,2026,ALL,Marine & Shipbuilding,145267704.59,105,53
24,Quebec,2026,ALL,Other,1982157.0999999999,22,18
24,Quebec,2026,ALL,Professional Services,5073139.07,20,19
24,Quebec,2026,ALL,"Resources, Fuels & Materials",18629153.57,172,41
24,Quebec,2026,ALL,Software & IT Services,3609491.1,37,32
24,Quebec,2026,ALL,Utilities & Environmental,306669.53,3,3
24,Quebec,2026,ALL,Weapons & Tactical Security,470715166.38,52,21
35,Ontario,2016,ALL,Aerospace & Space,5093819.38,3,3
35,Ontario,2016,ALL,Automotive & Heavy Vehicles,4875459.43,38,18
35,Ontario,2016,ALL,Civil Engineering & Infrastructure,41832651.05,46,24
35,Ontario,2016,ALL,Heavy Industry & Machinery,17474254.12,37,28
35,Ontario,2016,ALL,High-Tech Hardware & Telecom,13631986.06,37,24
35,Ontario,2016,ALL,Life Sciences & Medical,910708.49,8,8
35,Ontario,2016,ALL,"Logistics, Training & Workforce",3719919.02,110,64
35,Ontario,2016,ALL,Marine & Shipbuilding,4739035.18,10,7
35,Ontario,2016,ALL,Other,4733866.08,39,15
35,Ontario,2016,ALL,Professional Services,46619280.88,96,54
35,Ontario,2016,ALL,"Resources, Fuels & Materials",3291363.67,61,21
35,Ontario,2016,ALL,Software & IT Services,191558043.08,26,22
35,Ontario,2016,ALL,Utilities & Environmental,129017.97,8,6
35,Ontario,2016,ALL,Weapons & Tactical Security,442446.36,2,1
35,Ontario,2017,ALL,Aerospace & Space,56105191.03,232,13
35,Ontario,2017,ALL,Automotive & Heavy Vehicles,65848550.73,399,71
35,Ontario,2017,ALL,Civil Engineering & Infrastructure,163035903.59,466,221
35,Ontario,2017,ALL,Heavy Industry & Machinery,39854460.41,443,233
35,Ontario,2017,ALL,High-Tech Hardware & Telecom,114448703.88,589,176
35,Ontario,2017,ALL,Life Sciences & Medical,1775873523.56,74,55
35,Ontario,2017,ALL,"Logistics, Training & Workforce",28886090.29,611,291
35,Ontario,2017,ALL,Marine & Shipbuilding,14635619.39,52,29
35,Ontario,2017,ALL,Other,5610759.23,136,51
35,Ontario,2017,ALL,Professional Services,131174971.19,490,167
35,Ontario,2017,ALL,"Resources, Fuels & Materials",26661535.96,517,139
35,Ontario,2017,ALL,Software & IT Services,170344223.79,267,145
35,Ontario,2017,ALL,Utilities & Environmental,30504737.98,200,38
35,Ontario,2017,ALL,Weapons & Tactical Security,57266294.79,111,25
35,Ontario,2018,ALL,Aerospace & Space,64265503.410000004,81,21
35,Ontario,2018,ALL,Automotive & Heavy Vehicles,93317907.97,481,91
35,Ontario,2018,ALL,Civil Engineering & Infrastructure,928615279.18,538,283
35,Ontario,2018,ALL,Heavy Industry & Machinery,66583220.05,601,261
35,Ontario,2018,ALL,High-Tech Hardware & Telecom,154851910.3,851,183
35,Ontario,2018,ALL,Life Sciences & Medical,28114032.62,121,85
35,Ontario,2018,ALL,"Logistics, Training & Workforce",63572259.45,896,392
35,Ontario,2018,ALL,Marine & Shipbuilding,12817396.73,62,32
35,Ontario,2018,ALL,Other,18866234.98,161,75
35,Ontario,2018,ALL,Professional Services,371652962.97,598,220
35,Ontario,2018,ALL,"Resources, Fuels & Materials",34012635.77,621,168
35,Ontario,2018,ALL,Software & IT Services,140327272.18,328,179
35,Ontario,2018,ALL,Utilities & Environmental,58316779.87,182,46
35,Ontario,2018,ALL,Weapons & Tactical Security,132229897.75,87,33
35,Ontario,2019,ALL,Aerospace & Space,14576974.6,37,18
35,Ontario,2019,ALL,Automotive & Heavy Vehicles,42027271.35,281,80
35,Ontario,2019,ALL,Civil Engineering & Infrastructure,305018880.81,418,230
35,Ontario,2019,ALL,Heavy Industry & Machinery,45363218.03,512,219
35,Ontario,2019,ALL,High-Tech Hardware & Telecom,179143307.81,864,182
35,Ontario,2019,ALL,Life Sciences & Medical,37198747.04,97,69
35,Ontario,2019,ALL,"Logistics, Training & Workforce",47656760.6,920,364
35,Ontario,2019,ALL,Marine & Shipbuilding,38635483.49,35,24
35,Ontario,2019,ALL,Other,7322859.21,146,72
35,Ontario,2019,ALL,Professional Services,231932385.53,545,219
35,Ontario,2019,ALL,"Resources, Fuels & Materials",26100242.08,586,150
35,Ontario,2019,ALL,Software & IT Services,63401717.3,318,183
35,Ontario,2019,ALL,Utilities & Environmental,50598296.7,134,38
35,Ontario,2019,ALL,Weapons & Tactical Security,27843539.95,66,26
35,Ontario,2020,ALL,Aerospace & Space,4687076.47,43,12
35,Ontario,2020,ALL,Automotive & Heavy Vehicles,38064912.56,270,67
35,Ontario,2020,ALL,Civil Engineering & Infrastructure,365910495.49,500,252
35,Ontario,2020,ALL,Heavy Industry & Machinery,46085608.69,525,244
35,Ontario,2020,ALL,High-Tech Hardware & Telecom,97268233.8,709,155
35,Ontario,2020,ALL,Life Sciences & Medical,28404936.44,88,64
35,Ontario,2020,ALL,"Logistics, Training & Workforce",45941479.49,823,318
35,Ontario,2020,ALL,Marine & Shipbuilding,7034020.86,25,18
35,Ontario,2020,ALL,Other,14911321.99,120,68
35,Ontario,2020,ALL,Professional Services,208904697.74,334,184
35,Ontario,2020,ALL,"Resources, Fuels & Materials",115488310.1,541,160
35,Ontario,2020,ALL,Software & IT Services,210501533.08,331,173
35,Ontario,2020,ALL,Utilities & Environmental,22521831.69,103,31
35,Ontario,2020,ALL,Weapons & Tactical Security,38920720.41,79,18
35,Ontario,2021,ALL,Aerospace & Space,16026033.93,45,12
35,Ontario,2021,ALL,Automotive & Heavy Vehicles,32381678.95,248,61
35,Ontario,2021,ALL,Civil Engineering & Infrastructure,175306902.15,526,252
35,Ontario,2021,ALL,Heavy Industry & Machinery,24957214.44,507,215
35,Ontario,2021,ALL,High-Tech Hardware & Telecom,234632895.75,804,175
35,Ontario,2021,ALL,Life Sciences & Medical,8781931.71,99,72
35,Ontario,2021,ALL,"Logistics, Training & Workforce",78113646.95,887,358
35,Ontario,2021,ALL,Marine & Shipbuilding,13737206.46,43,28
35,Ontario,2021,ALL,Other,34912314.35,158,80
35,Ontario,2021,ALL,Professional Services,285008242.85,440,208
35,Ontario,2021,ALL,"Resources, Fuels & Materials",22773078.94,657,144
35,Ontario,2021,ALL,Software & IT Services,331706949.63,431,183
35,Ontario,2021,ALL,Utilities & Environmental,15178296.17,94,31
35,Ontario,2021,ALL,Weapons & Tactical Security,24777828.36,93,26
35,Ontario,2022,ALL,Aerospace & Space,6058631.05,107,25
35,Ontario,2022,ALL,Automotive & Heavy Vehicles,53369962.77,306,97
35,Ontario,2022,ALL,Civil Engineering & Infrastructure,1617841226.04,557,284
35,Ontario,2022,ALL,Heavy Industry & Machinery,86956466.32,604,247
35,Ontario,2022,ALL,High-Tech Hardware & Telecom,254816864.64,645,164
35,Ontario,2022,ALL,Life Sciences & Medical,33074725.28,104,66
35,Ontario,2022,ALL,"Logistics, Training & Workforce",52480770.89,1053,422
35,Ontario,2022,ALL,Marine & Shipbuilding,10817130.18,45,27
35,Ontario,2022,ALL,Other,17669720.85,170,77
35,Ontario,2022,ALL,Professional Services,221638840.26,514,252
35,Ontario,2022,ALL,"Resources, Fuels & Materials",30161708.77,656,165
35,Ontario,2022,ALL,Software & IT Services,189987125.87,580,225
35,Ontario,2022,ALL,Utilities & Environmental,61694223.32,92,42
35,Ontario,2022,ALL,Weapons & Tactical Security,68808091.04,97,27
35,Ontario,2023,ALL,Aerospace & Space,34216764.67,163,30
35,Ontario,2023,ALL,Automotive & Heavy Vehicles,48623267.58,244,115
35,Ontario,2023,ALL,Civil Engineering & Infrastructure,1955370795.64,574,291
35,Ontario,2023,ALL,Heavy Industry & Machinery,72013680.36,706,320
35,Ontario,2023,ALL,High-Tech Hardware & Telecom,294237453.2,890,225
35,Ontario,2023,ALL,Life Sciences & Medical,26100595.05,91,70
35,Ontario,2023,ALL,"Logistics, Training & Workforce",64788842.76,1293,515
35,Ontario,2023,ALL,Marine & Shipbuilding,537580867.89,67,44
35,Ontario,2023,ALL,Other,11147077.66,222,104
35,Ontario,2023,ALL,Professional Services,375086097.26,596,312
35,Ontario,2023,ALL,"Resources, Fuels & Materials",25666357.4,529,202
35,Ontario,2023,ALL,Software & IT Services,253942302.05,608,263
35,Ontario,2023,ALL,Utilities & Environmental,9936261.55,95,45
35,Ontario,2023,ALL,Weapons & Tactical Security,66156932.7,150,34
35,Ontario,2024,ALL,Aerospace & Space,22737954.53,132,39
35,Ontario,2024,ALL,Automotive & Heavy Vehicles,80903652.67,204,110
35,Ontario,2024,ALL,Civil Engineering & Infrastructure,585147106.49,451,247
35,Ontario,2024,ALL,Heavy Industry & Machinery,68441812.88,747,310
35,Ontario,2024,ALL,High-Tech Hardware & Telecom,226509444.98,761,220
35,Ontario,2024,ALL,Life Sciences & Medical,16048967.44,105,83
35,Ontario,2024,ALL,"Logistics, Training & Workforce",100986256.6,1097,474
35,Ontario,2024,ALL,Marine & Shipbuilding,715107255.52,40,29
35,Ontario,2024,ALL,Other,12594714.72,381,104
35,Ontario,2024,ALL,Professional Services,11413674785.98,513,254
35,Ontario,2024,ALL,"Resources, Fuels & Materials",25685195.05,414,173
35,Ontario,2024,ALL,Software & IT Services,461634405.41,576,247
35,Ontario,2024,ALL,Utilities & Environmental,46277896.51,116,51
35,Ontario,2024,ALL,Weapons & Tactical Security,298229867.04,81,34
35,Ontario,2025,ALL,Aerospace & Space,43644076.72,142,49
35,Ontario,2025,ALL,Automotive & Heavy Vehicles,105185159.14,293,111
35,Ontario,2025,ALL,Civil Engineering & Infrastructure,469871061.73,769,348
35,Ontario,2025,ALL,Heavy Industry & Machinery,94271425.67,932,414
35,Ontario,2025,ALL,High-Tech Hardware & Telecom,329358453.5,997,246
35,Ontario,2025,ALL,Life Sciences & Medical,27142301.35,134,90
35,Ontario,2025,ALL,"Logistics, Training & Workforce",195426173.61,1693,636
35,Ontario,2025,ALL,Marine & Shipbuilding,7355091.22,167,88
35,Ontario,2025,ALL,Other,18230111.99,472,134
35,Ontario,2025,ALL,Professional Services,321926414.54,600,250
35,Ontario,2025,ALL,"Resources, Fuels & Materials",18179923.51,522,194
35,Ontario,2025,ALL,Software & IT Services,688843493.73,710,286
35,Ontario,2025,ALL,Utilities & Environmental,47300935.73,129,61
35,Ontario,2025,ALL,Weapons & Tactical Security,78656020.84,69,42
35,Ontario,2026,ALL,Aerospace & Space,25908011.8,49,22
35,Ontario,2026,ALL,Automotive & Heavy Vehicles,12230112.18,61,38
35,Ontario,2026,ALL,Civil Engineering & Infrastructure,68680150.91,185,119
35,Ontario,2026,ALL,Heavy Industry & Machinery,41722459.04,251,145
35,Ontario,2026,ALL,High-Tech Hardware & Telecom,302621259.2,256,106
35,Ontario,2026,ALL,Life Sciences & Medical,18809766.11,56,38
35,Ontario,2026,ALL,"Logistics, Training & Workforce",27743134.39,434,219
35,Ontario,2026,ALL,Marine & Shipbuilding,10070396.85,117,57
35,Ontario,2026,ALL,Other,3661324.5,117,46
35,Ontario,2026,ALL,Professional Services,36871141.6,146,94
35,Ontario,2026,ALL,"Resources, Fuels & Materials",8804239.65,157,79
35,Ontario,2026,ALL,Software & IT Services,55871397.18,162,108
35,Ontario,2026,ALL,Utilities & Environmental,2433775.99,21,13
35,Ontario,2026,ALL,Weapons & Tactical Security,327486784.72,24,13
46,Manitoba,2016,ALL,Automotive & Heavy Vehicles,114459.84999999999,6,4
46,Manitoba,2016,ALL,Civil Engineering & Infrastructure,268122.86,7,4
46,Manitoba,2016,ALL,Heavy Industry & Machinery,802860.71,7,3
46,Manitoba,2016,ALL,Life Sciences & Medical,34349.68,2,2
46,Manitoba,2016,ALL,"Logistics, Training & Workforce",718444.52,9,5
46,Manitoba,2016,ALL,Marine & Shipbuilding,196188.73,1,1
46,Manitoba,2016,ALL,Other,14269.5,1,1
46,Manitoba,2016,ALL,"Resources, Fuels & Materials",12855.8,1,1
46,Manitoba,2016,ALL,Weapons & Tactical Security,6878185,1,1
46,Manitoba,2017,ALL,Aerospace & Space,126684.71,7,4
46,Manitoba,2017,ALL,Automotive & Heavy Vehicles,1121425.86,30,10
46,Manitoba,2017,ALL,Civil Engineering & Infrastructure,15306778.58,90,38
46,Manitoba,2017,ALL,Heavy Industry & Machinery,4275077.97,50,21
46,Manitoba,2017,ALL,High-Tech Hardware & Telecom,217076.4,6,4
46,Manitoba,2017,ALL,Life Sciences & Medical,20218412.44,5,3
46,Manitoba,2017,ALL,"Logistics, Training & Workforce",16092486.77,116,18
46,Manitoba,2017,ALL,Marine & Shipbuilding,428735.04,8,3
46,Manitoba,2017,ALL,Other,13920,1,1
46,Manitoba,2017,ALL,Professional Services,648504.8,22,7
46,Manitoba,2017,ALL,"Resources, Fuels & Materials",880571.05,39,9
46,Manitoba,2017,ALL,Software & IT Services,651773.23,9,7
46,Manitoba,2017,ALL,Utilities & Environmental,1069068.21,16,2
46,Manitoba,2017,ALL,Weapons & Tactical Security,6010070.09,6,2
46,Manitoba,2018,ALL,Aerospace & Space,45632.66,1,1
46,Manitoba,2018,ALL,Automotive & Heavy Vehicles,1926550.57,26,8
46,Manitoba,2018,ALL,Civil Engineering & Infrastructure,28796099.1,185,59
46,Manitoba,2018,ALL,Heavy Industry & Machinery,1543614.89,70,14
46,Manitoba,2018,ALL,High-Tech Hardware & Telecom,1448932.15,17,9
46,Manitoba,2018,ALL,Life Sciences & Medical,3220317.99,5,4
46,Manitoba,2018,ALL,"Logistics, Training & Workforce",5405973.26,94,22
46,Manitoba,2018,ALL,Marine & Shipbuilding,1350634.71,14,5
46,Manitoba,2018,ALL,Other,322229.98,10,5
46,Manitoba,2018,ALL,Professional Services,1084581.24,34,9
46,Manitoba,2018,ALL,"Resources, Fuels & Materials",1415958.29,58,10
46,Manitoba,2018,ALL,Software & IT Services,1014280.06,12,10
46,Manitoba,2018,ALL,Utilities & Environmental,1680851.16,25,5
46,Manitoba,2018,ALL,Weapons & Tactical Security,48471021.45,27,4
46,Manitoba,2019,ALL,Aerospace & Space,249228.78,8,7
46,Manitoba,2019,ALL,Automotive & Heavy Vehicles,2638212.7600000002,23,8
46,Manitoba,2019,ALL,Civil Engineering & Infrastructure,18967089.47,94,33
46,Manitoba,2019,ALL,Heavy Industry & Machinery,505769.18,31,11
46,Manitoba,2019,ALL,High-Tech Hardware & Telecom,878520.93,16,8
46,Manitoba,2019,ALL,Life Sciences & Medical,16419.38,1,1
46,Manitoba,2019,ALL,"Logistics, Training & Workforce",5601709.18,89,26
46,Manitoba,2019,ALL,Marine & Shipbuilding,204144.93999999997,3,1
46,Manitoba,2019,ALL,Other,352116.34,5,5
46,Manitoba,2019,ALL,Professional Services,777534.63,9,6
46,Manitoba,2019,ALL,"Resources, Fuels & Materials",1323858.26,48,16
46,Manitoba,2019,ALL,Software & IT Services,862430.1499999999,16,11
46,Manitoba,2019,ALL,Utilities & Environmental,385797.64,10,5
46,Manitoba,2019,ALL,Weapons & Tactical Security,64790.32,4,1
46,Manitoba,2020,ALL,Automotive & Heavy Vehicles,1154095.8699999999,16,5
46,Manitoba,2020,ALL,Civil Engineering & Infrastructure,27905843.46,116,29
46,Manitoba,2020,ALL,Heavy Industry & Machinery,1040532.75,45,21
46,Manitoba,2020,ALL,High-Tech Hardware & Telecom,792228.44,20,7
46,Manitoba,2020,ALL,Life Sciences & Medical,809378.46,4,4
46,Manitoba,2020,ALL,"Logistics, Training & Workforce",7276726.24,48,20
46,Manitoba,2020,ALL,Marine & Shipbuilding,95376.45999999999,5,3
46,Manitoba,2020,ALL,Other,1249389.45,9,5
46,Manitoba,2020,ALL,Professional Services,2676502.3,9,7
46,Manitoba,2020,ALL,"Resources, Fuels & Materials",2034448.53,78,19
46,Manitoba,2020,ALL,Software & IT Services,2323331.64,15,8
46,Manitoba,2020,ALL,Utilities & Environmental,1214511.2,8,4
46,Manitoba,2020,ALL,Weapons & Tactical Security,841283.1,1,1
46,Manitoba,2021,ALL,Aerospace & Space,34285.86,1,1
46,Manitoba,2021,ALL,Automotive & Heavy Vehicles,166918.78,5,4
46,Manitoba,2021,ALL,Civil Engineering & Infrastructure,19436165.69,160,51
46,Manitoba,2021,ALL,Heavy Industry & Machinery,1612417.29,59,20
46,Manitoba,2021,ALL,High-Tech Hardware & Telecom,537631.58,18,6
46,Manitoba,2021,ALL,Life Sciences & Medical,6531223.56,5,5
46,Manitoba,2021,ALL,"Logistics, Training & Workforce",4409611.82,64,18
46,Manitoba,2021,ALL,Marine & Shipbuilding,212641.12,9,2
46,Manitoba,2021,ALL,Other,261141.39,6,5
46,Manitoba,2021,ALL,Professional Services,601211.54,8,6
46,Manitoba,2021,ALL,"Resources, Fuels & Materials",1242916.54,51,20
46,Manitoba,2021,ALL,Software & IT Services,960488.82,18,11
46,Manitoba,2021,ALL,Utilities & Environmental,1483535.86,9,4
46,Manitoba,2022,ALL,Aerospace & Space,93865.59,3,3
46,Manitoba,2022,ALL,Automotive & Heavy Vehicles,4988699.28,16,11
46,Manitoba,2022,ALL,Civil Engineering & Infrastructure,16161136.56,217,50
46,Manitoba,2022,ALL,Heavy Industry & Machinery,1221856.23,58,22
46,Manitoba,2022,ALL,High-Tech Hardware & Telecom,1267772.5,13,4
46,Manitoba,2022,ALL,Life Sciences & Medical,53741617.88,5,3
