region_uid,region_name,year,tier,object_sector,total_value,total_value_real,n_contracts,n_vendors
001,St. John's,2016,ALL,ALL,648452.84,829251.9963239875,18,9
001,St. John's,2017,ALL,ALL,8915842.5,11226850.755368099,134,30
001,St. John's,2018,ALL,ALL,10380581.43,12777297.382353822,87,39
001,St. John's,2019,ALL,ALL,11654186.2,14070715.985588234,75,42
001,St. John's,2020,ALL,ALL,18260033.99,21885383.80407299,74,37
001,St. John's,2021,ALL,ALL,15614018.86,18106086.841892656,95,34
001,St. John's,2022,ALL,ALL,59169354.1,64256666.29113757,105,38
001,St. John's,2023,ALL,ALL,51282785.8,53600467.39885423,108,32
001,St. John's,2024,ALL,ALL,89152953.42,90981447.80338097,98,33
001,St. John's,2025,ALL,ALL,36794930.92,36794930.92,445,110
001,St. John's,2026,ALL,ALL,14266135.84,13960068.563337306,241,85
010,Grand Falls-Windsor,2017,ALL,ALL,23920,30120.122699386502,1,1
010,Grand Falls-Windsor,2018,ALL,ALL,38584.340000000004,47492.86827586207,2,1
010,Grand Falls-Windsor,2020,ALL,ALL,36445.25,43681.09525547445,2,1
010,Grand Falls-Windsor,2021,ALL,ALL,40740,47242.28813559322,2,1
010,Grand Falls-Windsor,2022,ALL,ALL,72833.35,79095.47665343915,2,2
010,Grand Falls-Windsor,2023,ALL,ALL,98900,103369.70082749841,2,2
010,Grand Falls-Windsor,2025,ALL,ALL,16988.19,16988.19,1,1
011,Gander,2017,ALL,ALL,171943.73,216511.96676380368,10,5
011,Gander,2018,ALL,ALL,733273.47,902574.9908095952,15,11
011,Gander,2019,ALL,ALL,56386.6,68078.52735294116,2,2
011,Gander,2020,ALL,ALL,558862.82,669819.5258686132,6,6
011,Gander,2021,ALL,ALL,574895.62,666651.5593502824,15,8
011,Gander,2022,ALL,ALL,898443.99,975691.158452381,21,16
011,Gander,2023,ALL,ALL,5863640.77,6128642.994487588,19,12
011,Gander,2024,ALL,ALL,862441.83,880130.1956867619,31,10
011,Gander,2025,ALL,ALL,1466754.47,1466754.47,21,11
011,Gander,2026,ALL,ALL,101284.92,99111.94197854587,6,3
015,Corner Brook,2016,ALL,ALL,47955.74,61326.577165109025,4,2
015,Corner Brook,2017,ALL,ALL,286818.23,361162.2190644172,7,5
015,Corner Brook,2018,ALL,ALL,286220.54000000004,352304.4427886057,6,5
015,Corner Brook,2019,ALL,ALL,124475.72,150286.12664705882,5,5
015,Corner Brook,2020,ALL,ALL,97741.55,117147.17160583941,4,4
015,Corner Brook,2021,ALL,ALL,187591.8,217532.29915254237,7,4
015,Corner Brook,2022,ALL,ALL,986436.49,1071249.1511772487,8,6
015,Corner Brook,2023,ALL,ALL,164730.21,172175.0508084023,7,5
015,Corner Brook,2024,ALL,ALL,2249593.45,2295731.7867619637,4,4
015,Corner Brook,2025,ALL,ALL,720459.55,720459.55,7,5
015,Corner Brook,2026,ALL,ALL,169498.78,165862.33418355184,10,5
105,Charlottetown,2016,ALL,ALL,35719.3,45678.41947040498,1,1
105,Charlottetown,2017,ALL,ALL,60819.91,76584.57992331288,2,2
105,Charlottetown,2018,ALL,ALL,1338637.6199999999,1647708.3748425785,8,8
105,Charlottetown,2019,ALL,ALL,739465.67,892796.0515735294,12,11
105,Charlottetown,2020,ALL,ALL,9947739.01,11922764.565270074,11,8
105,Charlottetown,2021,ALL,ALL,1990755.85,2308489.481426554,28,12
105,Charlottetown,2022,ALL,ALL,1125868.64,1222669.5151322752,18,8
105,Charlottetown,2023,ALL,ALL,1542350.98,1612056.212068746,26,16
105,Charlottetown,2024,ALL,ALL,548870.28,560127.4081789932,17,8
105,Charlottetown,2025,ALL,ALL,900138.12,900138.12,25,16
105,Charlottetown,2026,ALL,ALL,345119.12,337714.89573301544,7,3
110,Summerside,2017,ALL,ALL,11247,14162.25,1,1
110,Summerside,2018,ALL,ALL,402643.44,495607.5925637181,2,2
110,Summerside,2022,ALL,ALL,26153.6,28402.256084656085,1,1
110,Summerside,2024,ALL,ALL,33062.5,33740.59975139838,1,1
110,Summerside,2025,ALL,ALL,81764.87,81764.87,2,2
205,Halifax,2016,ALL,ALL,20850420.43,26663855.40970405,94,44
205,Halifax,2017,ALL,ALL,249225592.56,313825477.74809813,679,183
205,Halifax,2018,ALL,ALL,140039230.4,172372126.17451274,872,211
205,Halifax,2019,ALL,ALL,1479567669.33,1786360377.235191,785,210
205,Halifax,2020,ALL,ALL,684941811.07,820930258.231343,814,190
205,Halifax,2021,ALL,ALL,914101218.08,1059995904.0164971,994,229
205,Halifax,2022,ALL,ALL,179905509.09,195373575.34773812,1173,276
205,Halifax,2023,ALL,ALL,417335840.61,436196976.6273838,1296,350
205,Halifax,2024,ALL,ALL,3833116817.34,3911732637.708067,1161,340
205,Halifax,2025,ALL,ALL,11043470135.73,11043470135.73,1702,435
205,Halifax,2026,ALL,ALL,44302305.82,43351839.18738975,528,196
210,Kentville,2016,ALL,ALL,28337.89,36238.95278816199,2,1
210,Kentville,2017,ALL,ALL,187161.45,235674.15713190183,10,6
210,Kentville,2018,ALL,ALL,194613.27,239546.46877061468,11,6
210,Kentville,2019,ALL,ALL,2095856.9000000001,2530438.9925,19,8
210,Kentville,2020,ALL,ALL,1855420.31,2223795.7292116787,15,6
210,Kentville,2021,ALL,ALL,1093240.69,1267726.8453248588,12,7
210,Kentville,2022,ALL,ALL,1103056.1,1197895.5794973546,10,7
210,Kentville,2023,ALL,ALL,1511127.51,1579421.6240738383,20,9
210,Kentville,2024,ALL,ALL,1317561.91,1344584.6216407705,16,5
210,Kentville,2025,ALL,ALL,684621.34,684621.34,34,9
210,Kentville,2026,ALL,ALL,101585.41,99405.98523241954,5,5
215,Truro,2016,ALL,ALL,10255.9,13115.41105919003,1,1
215,Truro,2017,ALL,ALL,255581,321828.22239263804,7,3
215,Truro,2018,ALL,ALL,150649.63,185432.3031934033,8,4
215,Truro,2019,ALL,ALL,191716.41999999998,231469.38355882352,7,5
215,Truro,2020,ALL,ALL,165785.74,198700.86502189783,10,6
215,Truro,2021,ALL,ALL,266388.65,308905.48255649715,9,6
215,Truro,2022,ALL,ALL,314566.94,341613.03933862434,11,9
215,Truro,2023,ALL,ALL,160210.53,167451.10774029282,10,9
215,Truro,2024,ALL,ALL,302129.44,308326.00402734615,9,7
215,Truro,2025,ALL,ALL,386753.88,386753.88,12,8
220,New Glasgow,2016,ALL,ALL,153329.5,196080.2484423676,4,1
220,New Glasgow,2017,ALL,ALL,166408,209541.36196319017,6,4
220,New Glasgow,2018,ALL,ALL,346604.25,426629.8189655172,11,2
220,New Glasgow,2019,ALL,ALL,155309.23,187513.05563235295,4,1
220,New Glasgow,2020,ALL,ALL,589678.1,706752.8760583942,14,3
220,New Glasgow,2021,ALL,ALL,43185.95,50078.62281073446,1,1
220,New Glasgow,2022,ALL,ALL,37936,41197.693121693126,2,2
220,New Glasgow,2023,ALL,ALL,60971.85,63727.42056015277,2,2
220,New Glasgow,2024,ALL,ALL,60292.2,61528.77091361093,2,1
220,New Glasgow,2025,ALL,ALL,55228.95,55228.95,4,1
225,Cape Breton,2016,ALL,ALL,36655.48,46875.621619937694,2,2
225,Cape Breton,2017,ALL,ALL,283330.13,356769.99498466257,9,8
225,Cape Breton,2018,ALL,ALL,5576556.99,6864097.884242878,4,4
225,Cape Breton,2019,ALL,ALL,71553.77,86390.6546617647,5,3
225,Cape Breton,2020,ALL,ALL,196773.64,235841.10721167884,9,3
225,Cape Breton,2021,ALL,ALL,116849.06,135498.69810734462,8,7
225,Cape Breton,2022,ALL,ALL,134358.01,145909.9553042328,8,6
225,Cape Breton,2023,ALL,ALL,652582.77,682075.6895862508,19,9
225,Cape Breton,2024,ALL,ALL,1063789.53,1085607.4631821006,28,7
225,Cape Breton,2025,ALL,ALL,551358.9,551358.9,22,11
225,Cape Breton,2026,ALL,ALL,192055.17,187934.79686531585,11,8
305,Moncton,2016,ALL,ALL,417958.64,534492.2795015576,13,10
305,Moncton,2017,ALL,ALL,4443957.86,5595842.642730061,78,28
305,Moncton,2018,ALL,ALL,4401282.51,5417470.675727136,89,33
305,Moncton,2019,ALL,ALL,6750344.69,8150048.51542647,87,29
305,Moncton,2020,ALL,ALL,8015710.99,9607151.420131387,103,28
305,Moncton,2021,ALL,ALL,6387228.46,7406658.9910451975,159,39
305,Moncton,2022,ALL,ALL,7051650.66,7657943.375476191,102,25
305,Moncton,2023,ALL,ALL,40701614.9,42541089.53901973,158,41
305,Moncton,2024,ALL,ALL,5144234.7700000005,5249741.138806712,166,38
305,Moncton,2025,ALL,ALL,18454613.85,18454613.85,212,54
305,Moncton,2026,ALL,ALL,1202782.47,1176977.8401311084,51,14
310,Saint John,2016,ALL,ALL,778052.18,994985.7317445482,38,6
310,Saint John,2017,ALL,ALL,8749020.81,11016788.473941717,219,21
310,Saint John,2018,ALL,ALL,30805147.12,37917579.88833583,291,26
310,Saint John,2019,ALL,ALL,26174633.43,31602020.65592647,244,29
310,Saint John,2020,ALL,ALL,31661178.4,37947193.38160584,170,26
310,Saint John,2021,ALL,ALL,137422048.37,159355228.4064548,172,27
310,Saint John,2022,ALL,ALL,43714202.14,47472698.35574074,177,34
310,Saint John,2023,ALL,ALL,60758966.52,63504915.993532784,236,29
310,Saint John,2024,ALL,ALL,51277736.71,52329424.28702299,254,31
310,Saint John,2025,ALL,ALL,38611436.33,38611436.33,289,48
310,Saint John,2026,ALL,ALL,19608210.11,19187533.373432655,105,27
320,Fredericton,2016,ALL,ALL,3284508.36,4200282.497757009,68,12
320,Fredericton,2017,ALL,ALL,18548557.38,23356388.97082822,210,50
320,Fredericton,2018,ALL,ALL,10791419.91,13282992.123103447,191,41
320,Fredericton,2019,ALL,ALL,9914776.54,11970634.61667647,157,44
320,Fredericton,2020,ALL,ALL,14839838.11,17786141.734759126,177,48
320,Fredericton,2021,ALL,ALL,24523271.26,28437296.192740113,179,53
320,Fredericton,2022,ALL,ALL,28390165.67,30831119.067552913,189,80
320,Fredericton,2023,ALL,ALL,138007263.09,144244383.1914577,206,101
320,Fredericton,2024,ALL,ALL,19526531.169999998,19927013.164164074,167,77
320,Fredericton,2025,ALL,ALL,26995164.83,26995164.83,234,104
320,Fredericton,2026,ALL,ALL,1535314.01,1502375.2112157329,52,30
328,Bathurst,2017,ALL,ALL,78135.93,98388.9548006135,3,1
328,Bathurst,2018,ALL,ALL,791040.85,973679.9667916042,8,2
328,Bathurst,2019,ALL,ALL,26096.92,31508.193117647057,2,1
328,Bathurst,2020,ALL,ALL,38051.42,45606.15448175182,2,1
328,Bathurst,2021,ALL,ALL,513126.55,595023.8665960452,4,3
328,Bathurst,2022,ALL,ALL,81983.55,89032.40019841271,2,2
328,Bathurst,2023,ALL,ALL,182460.58,190706.7297008275,10,4
328,Bathurst,2024,ALL,ALL,218911.53,223401.32520820384,5,5
328,Bathurst,2025,ALL,ALL,204014.06,204014.06,8,5
328,Bathurst,2026,ALL,ALL,10318.95,10097.566090584029,1,1
329,Miramichi,2016,ALL,ALL,783410.64,1001838.2171962616,25,1
329,Miramichi,2017,ALL,ALL,796200.45,1002577.5605061349,19,3
329,Miramichi,2018,ALL,ALL,585878.08,721148.2813793103,18,2
329,Miramichi,2019,ALL,ALL,212053.79,256023.76704411765,12,3
329,Miramichi,2020,ALL,ALL,335665.75,402308.8770072993,19,2
329,Miramichi,2021,ALL,ALL,527775.8099999999,612011.2147033898,16,3
329,Miramichi,2022,ALL,ALL,517261.28,561734.8027513227,20,6
329,Miramichi,2023,ALL,ALL,867553.09,906761.4091534056,29,7
329,Miramichi,2024,ALL,ALL,2931548.28,2991673.260261032,9,7
329,Miramichi,2025,ALL,ALL,427562.84,427562.84,17,11
329,Miramichi,2026,ALL,ALL,24922.84,24388.142598331346,1,1
330,Campbellton,2018,ALL,ALL,21651.9,26650.989355322337,1,1
335,Edmundston,2018,ALL,ALL,20675.85,25449.58448275862,1,1
335,Edmundston,2019,ALL,ALL,44681.85,53946.76301470588,2,2
335,Edmundston,2022,ALL,ALL,49042,53258.57407407408,1,1
335,Edmundston,2025,ALL,ALL,67150.8,67150.8,2,2
403,Matane,2018,ALL,ALL,23226,28588.52473763118,1,1
403,Matane,2019,ALL,ALL,16411.5,19814.472794117646,1,1
403,Matane,2020,ALL,ALL,42440.43,50866.55916788321,1,1
403,Matane,2021,ALL,ALL,43853.76,50853.01830508475,1,1
403,Matane,2022,ALL,ALL,63946.63,69444.68681216931,1,1
403,Matane,2024,ALL,ALL,13685,13965.674331883156,1,1
403,Matane,2025,ALL,ALL,3547538.4299999997,3547538.4299999997,5,2
403,Matane,2026,ALL,ALL,2838824.7,2777920.236829559,2,1
404,Rimouski,2017,ALL,ALL,230515.69,290265.92253067484,1,1
404,Rimouski,2018,ALL,ALL,36902.58,45422.815862068965,3,3
404,Rimouski,2019,ALL,ALL,50622.35,61119.043161764705,3,3
404,Rimouski,2020,ALL,ALL,14688.11,17604.289503649637,1,1
404,Rimouski,2021,ALL,ALL,47066.35,54578.35218926553,3,1
404,Rimouski,2022,ALL,ALL,212520,230792.22222222225,1,1
404,Rimouski,2023,ALL,ALL,2037674.42,2129765.370872056,5,5
404,Rimouski,2024,ALL,ALL,100984.76000000001,103055.92039776259,2,2
404,Rimouski,2025,ALL,ALL,77624.39,77624.39,3,3
404,Rimouski,2026,ALL,ALL,366156.15,358300.59493444575,11,6
405,Rivière-du-Loup,2017,ALL,ALL,19540,24604.815950920245,1,1
405,Rivière-du-Loup,2020,ALL,ALL,332677.58,398727.43529927015,2,2
405,Rivière-du-Loup,2022,ALL,ALL,25938.73,28168.911812169317,2,2
405,Rivière-du-Loup,2023,ALL,ALL,23665.99,24735.554156588165,1,1
406,Baie-Comeau,2019,ALL,ALL,12216.1,14749.144264705881,1,1
408,Saguenay,2016,ALL,ALL,229234.81,293149.18848909653,2,2
408,Saguenay,2017,ALL,ALL,1116919.18,1406427.3723619631,30,21
408,Saguenay,2018,ALL,ALL,1905805.59,2345826.670749625,56,38
408,Saguenay,2019,ALL,ALL,6829141.97,8245184.643191176,28,24
408,Saguenay,2020,ALL,ALL,1554843.29,1863542.103781022,26,23
408,Saguenay,2021,ALL,ALL,1120133.5,1298911.8693502825,23,21
408,Saguenay,2022,ALL,ALL,17905258.03,19444731.27332011,69,50
408,Saguenay,2023,ALL,ALL,12631810.54,13202694.40272438,63,45
408,Saguenay,2024,ALL,ALL,12333855.38,12586818.231174642,122,58
408,Saguenay,2025,ALL,ALL,14483722.68,14483722.68,175,57
408,Saguenay,2026,ALL,ALL,317339.73,310531.4878784267,20,11
410,Alma,2017,ALL,ALL,243273.81,306330.97854294477,5,4
410,Alma,2018,ALL,ALL,203680.63,250707.34217391303,9,5
410,Alma,2019,ALL,ALL,66261.64,80001.18594117647,4,1
410,Alma,2020,ALL,ALL,42707.17,51186.257766423354,2,2
410,Alma,2021,ALL,ALL,11128.24,12904.357401129942,1,1
410,Alma,2022,ALL,ALL,1324214.02,1438068.400026455,7,6
410,Alma,2023,ALL,ALL,866862.49,906039.5980776576,7,5
410,Alma,2024,ALL,ALL,245997.48,251042.7981106277,10,6
410,Alma,2025,ALL,ALL,626626.46,626626.46,20,7
410,Alma,2026,ALL,ALL,261366.52000000002,255759.13339690107,10,2
411,Dolbeau-Mistassini,2020,ALL,ALL,805165.8,965023.5354744527,1,1
411,Dolbeau-Mistassini,2024,ALL,ALL,312076,318476.5643256681,1,1
412,Sept-Îles,2019,ALL,ALL,836889.37,1010420.8423088235,20,3
412,Sept-Îles,2020,ALL,ALL,813444.17,974945.4942627738,19,2
412,Sept-Îles,2021,ALL,ALL,16546723.86,19187655.775508475,278,5
412,Sept-Îles,2022,ALL,ALL,5328264.64,5786382.631534392,63,2
412,Sept-Îles,2023,ALL,ALL,4455408.89,4656767.280318269,77,5
412,Sept-Îles,2024,ALL,ALL,9150242.65,9337910.771472964,165,14
412,Sept-Îles,2025,ALL,ALL,2876487.69,2876487.69,96,9
412,Sept-Îles,2026,ALL,ALL,380602.04,372436.5611918951,17,2
421,Québec,2016,ALL,ALL,1760936.3699999999,2251913.956028037,23,19
421,Québec,2017,ALL,ALL,35801896.5,45081835.930214725,257,104
421,Québec,2018,ALL,ALL,45934166.89,56539656.696686655,329,143
421,Québec,2019,ALL,ALL,1840040760.7,2221578624.3157353,239,117
421,Québec,2020,ALL,ALL,198539072.77,237957049.26156205,270,111
421,Québec,2021,ALL,ALL,59427294.92,68912159.78717513,263,132
421,Québec,2022,ALL,ALL,63314025.57,68757691.78964286,374,164
421,Québec,2023,ALL,ALL,258783440.45,270478936.4856143,439,221
421,Québec,2024,ALL,ALL,157739905.67,160975093.2940584,444,215
421,Québec,2025,ALL,ALL,112744720.07,112744720.07,647,297
421,Québec,2026,ALL,ALL,46296819.89,45303562.72907032,250,124
423,Sainte-Marie,2017,ALL,ALL,24506.93,30859.18639570552,1,1
423,Sainte-Marie,2018,ALL,ALL,37592.19,46271.64616191904,2,2
423,Sainte-Marie,2019,ALL,ALL,63006.31,76070.85369117647,2,1
423,Sainte-Marie,2023,ALL,ALL,28872.52,30177.388822406112,1,1
428,Saint-Georges,2017,ALL,ALL,539536.7,679385.9366564417,3,2
428,Saint-Georges,2018,ALL,ALL,1138678.32,1401581.56029985,2,2
428,Saint-Georges,2019,ALL,ALL,12964.83,15653.12563235294,1,1
428,Saint-Georges,2020,ALL,ALL,26216.64,31421.695532846716,2,2
428,Saint-Georges,2021,ALL,ALL,408165.09,473310.08317796607,9,3
428,Saint-Georges,2022,ALL,ALL,617530,670624.5105820106,11,1
428,Saint-Georges,2023,ALL,ALL,312275.45,326388.47161043924,7,4
428,Saint-Georges,2024,ALL,ALL,234166.64,238969.31192044748,6,3
428,Saint-Georges,2025,ALL,ALL,3190194.17,3190194.17,8,7
428,Saint-Georges,2026,ALL,ALL,490006.74,479494.08050059597,5,2
430,Thetford Mines,2017,ALL,ALL,22419.55,28230.75237730061,1,1
430,Thetford Mines,2018,ALL,ALL,10732.83,13210.874707646177,1,1
430,Thetford Mines,2019,ALL,ALL,11501065.99,13885845.849691177,4,4
430,Thetford Mines,2020,ALL,ALL,14018.76,16802.046656934308,1,1
430,Thetford Mines,2022,ALL,ALL,13377.57,14527.757896825397,1,1
430,Thetford Mines,2024,ALL,ALL,11152.58,11381.31532628962,1,1
430,Thetford Mines,2025,ALL,ALL,56968.57,56968.57,3,3
433,Sherbrooke,2017,ALL,ALL,254966.58000000002,321054.5432208589,9,8
433,Sherbrooke,2018,ALL,ALL,1654621.39,2036647.9178260867,17,13
433,Sherbrooke,2019,ALL,ALL,240101342.38,289887061.9029118,6,6
433,Sherbrooke,2020,ALL,ALL,4965291.96,5951101.75059854,14,9
433,Sherbrooke,2021,ALL,ALL,1075239.58,1246852.6768079095,5,5
433,Sherbrooke,2022,ALL,ALL,2648915.26,2876665.9106613756,13,11
433,Sherbrooke,2023,ALL,ALL,663729.09,693725.7579758116,11,8
433,Sherbrooke,2024,ALL,ALL,964312.17,984089.8590055935,12,10
433,Sherbrooke,2025,ALL,ALL,4231061.7,4231061.7,16,13
433,Sherbrooke,2026,ALL,ALL,179279.58,175433.2958045292,3,3
437,Cowansville,2016,ALL,ALL,375815.29,480598.68082554516,6,2
437,Cowansville,2017,ALL,ALL,250902.72,315937.3207361963,4,1
437,Cowansville,2019,ALL,ALL,6703480.14,8093466.463147058,4,2
437,Cowansville,2020,ALL,ALL,46311.81,55506.56351824818,2,2
437,Cowansville,2021,ALL,ALL,34029.340000000004,39460.576468926556,2,2
437,Cowansville,2022,ALL,ALL,13452.08,14608.67417989418,1,1
437,Cowansville,2023,ALL,ALL,50677.41,52967.73215786124,3,3
437,Cowansville,2024,ALL,ALL,5406608.76,5517496.32313238,4,4
437,Cowansville,2025,ALL,ALL,1061564,1061564,5,3
437,Cowansville,2026,ALL,ALL,17480.28,17105.25611442193,1,1
440,Victoriaville,2016,ALL,ALL,20271.94,25924.085264797504,1,1
440,Victoriaville,2017,ALL,ALL,323300.13,407100.31707055215,3,3
440,Victoriaville,2018,ALL,ALL,90034,110821.46026986506,7,3
440,Victoriaville,2019,ALL,ALL,184790.86,223107.78832352938,10,3
440,Victoriaville,2020,ALL,ALL,286639.08,343548.44478832115,11,6
440,Victoriaville,2021,ALL,ALL,90437.56,104871.80333333333,6,3
440,Victoriaville,2022,ALL,ALL,36139.119999999995,39246.31947089947,2,2
440,Victoriaville,2023,ALL,ALL,2069782.3699999999,2163324.412183323,5,5
440,Victoriaville,2025,ALL,ALL,14334641.36,14334641.36,3,3
440,Victoriaville,2026,ALL,ALL,29013.94,28391.471680572107,1,1
442,Trois-Rivières,2016,ALL,ALL,10358.79,13246.988457943926,1,1
442,Trois-Rivières,2017,ALL,ALL,60999.29,76810.4556595092,4,4
442,Trois-Rivières,2018,ALL,ALL,318841.15,392456.64790104947,12,10
442,Trois-Rivières,2019,ALL,ALL,92630.54,111837.7549117647,6,6
442,Trois-Rivières,2020,ALL,ALL,10418.4,12486.870656934307,1,1
442,Trois-Rivières,2021,ALL,ALL,90692.01999999999,105166.87629943501,5,5
442,Trois-Rivières,2022,ALL,ALL,43770.76,47534.118994709,3,3
442,Trois-Rivières,2023,ALL,ALL,201452.97,210557.46450668364,14,8
442,Trois-Rivières,2024,ALL,ALL,166174.73,169582.91277812305,8,6
442,Trois-Rivières,2025,ALL,ALL,113192.43,113192.43,4,4
442,Trois-Rivières,2026,ALL,ALL,247421.55000000002,242113.34034564957,2,2
444,Shawinigan,2017,ALL,ALL,25000,31480.06134969325,1,1
444,Shawinigan,2018,ALL,ALL,31986.05,39371.13500749625,1,1
444,Shawinigan,2019,ALL,ALL,16426.25,19832.28125,1,1
444,Shawinigan,2021,ALL,ALL,33709.35,39089.51461864407,2,2
444,Shawinigan,2022,ALL,ALL,58278.770000000004,63289.51080687831,3,2
444,Shawinigan,2023,ALL,ALL,102825.28,107472.38049649906,3,3
444,Shawinigan,2025,ALL,ALL,1374645,1374645,3,3
447,Drummondville,2016,ALL,ALL,304421.62,389299.29909657314,16,3
447,Drummondville,2017,ALL,ALL,35194322.91,44316777.77470859,47,8
447,Drummondville,2018,ALL,ALL,2486921.08,3061112.7536431784,91,7
447,Drummondville,2019,ALL,ALL,2827442.39,3413720.885573529,65,9
447,Drummondville,2020,ALL,ALL,1789281.97,2144526.2735328465,33,7
447,Drummondville,2021,ALL,ALL,879070.49,1019374.1134039548,52,5
447,Drummondville,2022,ALL,ALL,24063540.03,26132495.191309523,46,7
447,Drummondville,2023,ALL,ALL,2331403.4,2436769.180649268,57,9
447,Drummondville,2024,ALL,ALL,1417074.04,1446137.708937228,36,8
447,Drummondville,2025,ALL,ALL,757773.91,757773.91,33,11
447,Drummondville,2026,ALL,ALL,80016.62,78299.93446960667,6,5
450,Granby,2016,ALL,ALL,20459.8,26164.323676012456,1,1
450,Granby,2017,ALL,ALL,1088869.54,1371107.1968404907,15,7
450,Granby,2018,ALL,ALL,784155.51,965204.9081109446,19,12
450,Granby,2019,ALL,ALL,2058734.39,2485619.0208676467,74,9
450,Granby,2020,ALL,ALL,2392782.57,2867845.970759124,54,8
450,Granby,2021,ALL,ALL,717873.65,832449.5291666667,43,5
450,Granby,2022,ALL,ALL,2006656.86,2179186.881031746,89,7
450,Granby,2023,ALL,ALL,4870608.07,5090731.0317886695,112,9
450,Granby,2024,ALL,ALL,3035590.44,3097849.2868116843,157,10
450,Granby,2025,ALL,ALL,5492052.77,5492052.77,218,11
450,Granby,2026,ALL,ALL,905949.89,886513.5395589988,9,8
452,Saint-Hyacinthe,2016,ALL,ALL,187900130,240289730.10903424,1,1
452,Saint-Hyacinthe,2017,ALL,ALL,79507.75,100116.35391104294,6,6
452,Saint-Hyacinthe,2018,ALL,ALL,364023.64,448071.0771214393,14,9
452,Saint-Hyacinthe,2019,ALL,ALL,1320606.2,1594437.7797058823,5,3
452,Saint-Hyacinthe,2020,ALL,ALL,289016.8,346398.2376642336,4,2
452,Saint-Hyacinthe,2021,ALL,ALL,13599.77,15770.354759887005,1,1
452,Saint-Hyacinthe,2022,ALL,ALL,53549.61,58153.74313492064,1,1
452,Saint-Hyacinthe,2023,ALL,ALL,14255.64,14899.91144493953,1,1
452,Saint-Hyacinthe,2024,ALL,ALL,21101.85,21534.641205717835,1,1
452,Saint-Hyacinthe,2025,ALL,ALL,32079.22,32079.22,2,2
452,Saint-Hyacinthe,2026,ALL,ALL,25891.82,25336.333992848628,2,2
454,Sorel-Tracy,2017,ALL,ALL,89616.78,112845.66929447853,5,3
454,Sorel-Tracy,2018,ALL,ALL,40326.91,49637.7707796102,2,1
454,Sorel-Tracy,2019,ALL,ALL,19851.16,23967.356411764704,1,1
454,Sorel-Tracy,2020,ALL,ALL,48204.770000000004,57775.3520729927,3,3
454,Sorel-Tracy,2022,ALL,ALL,30480.33,33100.9932936508,2,1
454,Sorel-Tracy,2024,ALL,ALL,2987515.6,3048788.4494717214,2,1
454,Sorel-Tracy,2025,ALL,ALL,268304.38,268304.38,3,3
454,Sorel-Tracy,2026,ALL,ALL,19963.1,19534.80941597139,1,1
456,Joliette,2017,ALL,ALL,20000,25184.0490797546,1,1
456,Joliette,2018,ALL,ALL,14573.43,17938.209940029985,1,1
456,Joliette,2019,ALL,ALL,73632.82,88900.80179411764,2,2
456,Joliette,2020,ALL,ALL,79757.1,95592.08627737226,2,2
456,Joliette,2021,ALL,ALL,22995,26665.105932203387,1,1
456,Joliette,2023,ALL,ALL,23199.190000000002,24247.65753023552,2,2
456,Joliette,2024,ALL,ALL,14921.47,15227.503878185207,1,1
456,Joliette,2025,ALL,ALL,731962.54,731962.54,19,1
456,Joliette,2026,ALL,ALL,182746.79,178826.11989272942,12,2
462,Montréal,2016,ALL,ALL,33876938.33,43322377.52169782,126,64
462,Montréal,2017,ALL,ALL,2311417125.18,2910542116.21592,1182,348
462,Montréal,2018,ALL,ALL,463252573.3,570210438.7995502,1772,435
462,Montréal,2019,ALL,ALL,2601704520.54,3141175604.9460883,1633,397
462,Montréal,2020,ALL,ALL,850169453.97,1018962221.4735329,1141,357
462,Montréal,2021,ALL,ALL,513785783.42,595788316.6494633,1257,378
462,Montréal,2022,ALL,ALL,2192976382.71,2381525939.4244843,1439,449
462,Montréal,2023,ALL,ALL,3368312739.18,3520540749.671267,1428,524
462,Montréal,2024,ALL,ALL,651533051.56,664895755.5385456,1498,517
462,Montréal,2025,ALL,ALL,1732069540.51,1732069540.51,2225,637
462,Montréal,2026,ALL,ALL,1695951087.38,1659565962.7401428,626,286
465,Salaberry-de-Valleyfield,2016,ALL,ALL,62671.49,80145.31665109032,1,1
465,Salaberry-de-Valleyfield,2017,ALL,ALL,35227.96,44359.1336809816,2,2
465,Salaberry-de-Valleyfield,2018,ALL,ALL,27642456.52,34024672.86794603,5,3
465,Salaberry-de-Valleyfield,2019,ALL,ALL,367462.74,443657.21991176467,6,6
465,Salaberry-de-Valleyfield,2020,ALL,ALL,43854.1,52560.8994160584,3,2
465,Salaberry-de-Valleyfield,2022,ALL,ALL,481351.26999999996,522737.2918915344,4,3
465,Salaberry-de-Valleyfield,2023,ALL,ALL,65977533.44,68959331.57764481,5,4
465,Salaberry-de-Valleyfield,2025,ALL,ALL,81143.53,81143.53,5,3
465,Salaberry-de-Valleyfield,2026,ALL,ALL,81045280,79306525.48271751,1,1
467,Sainte-Agathe-des-Monts,2019,ALL,ALL,30767.31,37147.002220588234,1,1
468,Lachute,2018,ALL,ALL,61480.58,75675.49652173913,1,1
468,Lachute,2020,ALL,ALL,81989.15000000001,98267.28781021899,2,2
468,Lachute,2021,ALL,ALL,12942.3,15007.949576271185,1,1
468,Lachute,2022,ALL,ALL,9091487.95,9873163.501256615,2,2
468,Lachute,2024,ALL,ALL,179127.6,182801.44139216904,1,1
