region_uid,region_name,year,NAICS6,NAICSD,defence_type,total_sales_M,total_sales_M_real,sales_bucket,n_firms,avg_employees,total_jobs,lq_sales,lq_firms,lq_jobs,suppressed
5926024,Comox Valley C (Puntledge - Black Creek),2020,541511,Custom Computer Programming Services,secondary,1.863,2.233,<$5M,2,4.5,9.0,3.315,4.659,3.717,False
5926024,Comox Valley C (Puntledge - Black Creek),2020,ALL,All,all,11.98,14.359,>=$5M,6,6.5,39.0,1.301,1.983,1.36,False
5926024,Comox Valley C (Puntledge - Black Creek),2020,SECONDARY,Secondary,secondary,11.98,14.359,>=$5M,6,6.5,39.0,1.313,1.993,1.37,False
5926024,Comox Valley C (Puntledge - Black Creek),2021,334511,"Search, Detection, Navigation, Guidance, Aeronauti",secondary,,,>=$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2021,336612,Boat Building,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2021,541330,Engineering Services,secondary,1.386,1.607,<$5M,2,3.0,6.0,0.308,1.039,0.354,False
5926024,Comox Valley C (Puntledge - Black Creek),2021,541511,Custom Computer Programming Services,secondary,1.863,2.16,<$5M,2,4.5,9.0,3.1,4.566,3.552,False
5926024,Comox Valley C (Puntledge - Black Creek),2021,ALL,All,all,11.98,13.892,>=$5M,6,6.5,39.0,1.415,1.968,1.551,False
5926024,Comox Valley C (Puntledge - Black Creek),2021,SECONDARY,Secondary,secondary,11.98,13.892,>=$5M,6,6.5,39.0,1.429,1.977,1.563,False
5926024,Comox Valley C (Puntledge - Black Creek),2022,334511,"Search, Detection, Navigation, Guidance, Aeronauti",secondary,,,>=$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2022,336612,Boat Building,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2022,541330,Engineering Services,secondary,1.386,1.505,<$5M,2,3.0,6.0,0.31,0.995,0.357,False
5926024,Comox Valley C (Puntledge - Black Creek),2022,541511,Custom Computer Programming Services,secondary,1.863,2.023,<$5M,2,4.5,9.0,3.063,4.723,3.454,False
5926024,Comox Valley C (Puntledge - Black Creek),2022,ALL,All,all,11.98,13.01,>=$5M,6,6.5,39.0,1.393,1.803,1.479,False
5926024,Comox Valley C (Puntledge - Black Creek),2022,SECONDARY,Secondary,secondary,11.98,13.01,>=$5M,6,6.5,39.0,1.406,1.811,1.491,False
5926024,Comox Valley C (Puntledge - Black Creek),2023,334511,"Search, Detection, Navigation, Guidance, Aeronauti",secondary,,,>=$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2023,336612,Boat Building,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2023,541330,Engineering Services,secondary,1.386,1.449,<$5M,2,3.0,6.0,0.287,1.007,0.318,False
5926024,Comox Valley C (Puntledge - Black Creek),2023,541511,Custom Computer Programming Services,secondary,1.863,1.947,<$5M,2,4.5,9.0,2.376,4.658,2.673,False
5926024,Comox Valley C (Puntledge - Black Creek),2023,ALL,All,all,11.927,12.466,>=$5M,6,6.5,39.0,1.287,1.815,1.288,False
5926024,Comox Valley C (Puntledge - Black Creek),2023,SECONDARY,Secondary,secondary,11.927,12.466,>=$5M,6,6.5,39.0,1.297,1.823,1.301,False
5926024,Comox Valley C (Puntledge - Black Creek),2024,334511,"Search, Detection, Navigation, Guidance, Aeronauti",secondary,,,>=$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2024,336612,Boat Building,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2024,541330,Engineering Services,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2024,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2024,541511,Custom Computer Programming Services,secondary,0.6,0.612,<$5M,2,2.0,4.0,0.871,3.986,0.873,False
5926024,Comox Valley C (Puntledge - Black Creek),2024,ALL,All,all,10.123,10.331,>=$5M,6,7.8,47.0,1.307,1.749,1.316,False
5926024,Comox Valley C (Puntledge - Black Creek),2024,SECONDARY,Secondary,secondary,10.123,10.331,>=$5M,6,7.8,47.0,1.324,1.758,1.332,False
5926024,Comox Valley C (Puntledge - Black Creek),2025,334511,"Search, Detection, Navigation, Guidance, Aeronauti",secondary,,,>=$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2025,336612,Boat Building,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2025,541330,Engineering Services,secondary,,,<$5M,<2,,,,,,True
5926024,Comox Valley C (Puntledge - Black Creek),2025,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.788,0.788,<$5M,2,4.0,8.0,5.044,4.758,5.096,False
5926024,Comox Valley C (Puntledge - Black Creek),2025,541511,Custom Computer Programming Services,secondary,0.6,0.6,<$5M,2,2.0,4.0,0.833,3.613,0.839,False
5926024,Comox Valley C (Puntledge - Black Creek),2025,ALL,All,all,10.81,10.81,>=$5M,7,7.6,53.0,1.457,1.961,1.53,False
5926024,Comox Valley C (Puntledge - Black Creek),2025,SECONDARY,Secondary,secondary,10.81,10.81,>=$5M,7,7.6,53.0,1.472,1.971,1.544,False
2444071,Compton,2022,333310,Commercial and Service Industry Machinery Manufact,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2022,ALL,All,all,,,<$5M,<2,,,,,,True
2444071,Compton,2022,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2023,333310,Commercial and Service Industry Machinery Manufact,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2023,ALL,All,all,,,<$5M,<2,,,,,,True
2444071,Compton,2023,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2024,333310,Commercial and Service Industry Machinery Manufact,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2024,ALL,All,all,,,<$5M,<2,,,,,,True
2444071,Compton,2024,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2025,333310,Commercial and Service Industry Machinery Manufact,secondary,,,<$5M,<2,,,,,,True
2444071,Compton,2025,ALL,All,all,,,<$5M,<2,,,,,,True
2444071,Compton,2025,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2017,541330,Engineering Services,secondary,4.389,5.527,<$5M,3,6.3,19.0,0.359,0.919,0.297,False
1001485,Conception Bay South,2017,541370,Surveying & Mapping (except Geophysical) Services,secondary,1.764,2.221,<$5M,2,6.0,12.0,2.362,2.528,1.951,False
1001485,Conception Bay South,2017,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2017,ALL,All,all,6.36,8.009,>=$5M,6,5.3,32.0,0.296,1.142,0.357,False
1001485,Conception Bay South,2017,SECONDARY,Secondary,secondary,6.36,8.009,>=$5M,6,5.3,32.0,0.298,1.146,0.36,False
1001485,Conception Bay South,2018,541330,Engineering Services,secondary,4.389,5.402,<$5M,3,6.3,19.0,0.441,0.865,0.371,False
1001485,Conception Bay South,2018,541370,Surveying & Mapping (except Geophysical) Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2018,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2018,ALL,All,all,4.89,6.019,<$5M,5,4.4,22.0,0.246,0.904,0.287,False
1001485,Conception Bay South,2018,SECONDARY,Secondary,secondary,4.89,6.019,<$5M,5,4.4,22.0,0.248,0.909,0.289,False
1001485,Conception Bay South,2019,541330,Engineering Services,secondary,4.389,5.299,<$5M,3,6.3,19.0,0.442,0.784,0.367,False
1001485,Conception Bay South,2019,541370,Surveying & Mapping (except Geophysical) Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2019,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2019,ALL,All,all,4.89,5.904,<$5M,5,4.4,22.0,0.25,0.828,0.282,False
1001485,Conception Bay South,2019,SECONDARY,Secondary,secondary,4.89,5.904,<$5M,5,4.4,22.0,0.252,0.832,0.284,False
1001485,Conception Bay South,2020,541330,Engineering Services,secondary,4.389,5.26,<$5M,3,6.3,19.0,0.346,0.783,0.29,False
1001485,Conception Bay South,2020,541370,Surveying & Mapping (except Geophysical) Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2020,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2020,ALL,All,all,4.89,5.861,<$5M,5,4.4,22.0,0.226,0.826,0.243,False
1001485,Conception Bay South,2020,SECONDARY,Secondary,secondary,4.89,5.861,<$5M,5,4.4,22.0,0.228,0.83,0.245,False
1001485,Conception Bay South,2021,541330,Engineering Services,secondary,4.389,5.09,<$5M,3,6.3,19.0,0.456,0.783,0.361,False
1001485,Conception Bay South,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2021,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2021,ALL,All,all,4.89,5.67,<$5M,5,4.4,22.0,0.27,0.824,0.282,False
1001485,Conception Bay South,2021,SECONDARY,Secondary,secondary,4.89,5.67,<$5M,5,4.4,22.0,0.273,0.828,0.284,False
1001485,Conception Bay South,2022,541330,Engineering Services,secondary,4.389,4.766,<$5M,3,6.3,19.0,0.408,0.676,0.348,False
1001485,Conception Bay South,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2022,ALL,All,all,4.683,5.086,<$5M,4,5.2,21.0,0.227,0.545,0.245,False
1001485,Conception Bay South,2022,SECONDARY,Secondary,secondary,4.683,5.086,<$5M,4,5.2,21.0,0.229,0.547,0.247,False
1001485,Conception Bay South,2023,541330,Engineering Services,secondary,4.389,4.587,<$5M,3,6.3,19.0,0.422,0.664,0.336,False
1001485,Conception Bay South,2023,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2023,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2023,ALL,All,all,4.89,5.111,<$5M,5,4.4,22.0,0.245,0.665,0.243,False
1001485,Conception Bay South,2023,SECONDARY,Secondary,secondary,4.89,5.111,<$5M,5,4.4,22.0,0.247,0.668,0.245,False
1001485,Conception Bay South,2024,541330,Engineering Services,secondary,14.425,14.721,>=$5M,5,14.8,74.0,1.044,0.933,0.896,False
1001485,Conception Bay South,2024,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.493,0.503,<$5M,2,2.5,5.0,1.064,1.88,0.918,False
1001485,Conception Bay South,2024,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2024,ALL,All,all,15.068,15.377,>=$5M,8,10.0,80.0,0.62,0.89,0.616,False
1001485,Conception Bay South,2024,SECONDARY,Secondary,secondary,15.068,15.377,>=$5M,8,10.0,80.0,0.628,0.894,0.624,False
1001485,Conception Bay South,2025,541330,Engineering Services,secondary,23.002,23.002,>=$5M,6,19.7,118.0,1.674,1.12,1.408,False
1001485,Conception Bay South,2025,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.493,0.493,<$5M,2,2.5,5.0,1.001,1.871,0.844,False
1001485,Conception Bay South,2025,541511,Custom Computer Programming Services,secondary,,,<$5M,<2,,,,,,True
1001485,Conception Bay South,2025,ALL,All,all,23.645,23.645,>=$5M,9,13.8,124.0,1.011,0.991,0.949,False
1001485,Conception Bay South,2025,SECONDARY,Secondary,secondary,23.645,23.645,>=$5M,9,13.8,124.0,1.022,0.996,0.958,False
2459035,Contrecoeur,2017,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,455.6,573.693,>=$5M,2,200.0,400.0,225.302,14.856,203.262,False
2459035,Contrecoeur,2017,541370,Surveying & Mapping (except Geophysical) Services,secondary,0.735,0.926,<$5M,2,2.5,5.0,2.219,4.68,2.033,False
2459035,Contrecoeur,2017,ALL,All,all,456.335,574.618,>=$5M,4,101.2,405.0,47.922,1.409,11.306,False
2459035,Contrecoeur,2017,SECONDARY,Secondary,secondary,456.335,574.618,>=$5M,4,101.2,405.0,48.296,1.414,11.376,False
2459035,Contrecoeur,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,455.6,560.791,>=$5M,2,200.0,400.0,207.924,14.782,175.584,False
2459035,Contrecoeur,2018,541370,Surveying & Mapping (except Geophysical) Services,secondary,0.735,0.905,<$5M,2,2.5,5.0,2.37,4.686,2.029,False
2459035,Contrecoeur,2018,ALL,All,all,456.335,561.696,>=$5M,4,101.2,405.0,55.336,1.388,12.914,False
2459035,Contrecoeur,2018,SECONDARY,Secondary,secondary,456.335,561.696,>=$5M,4,101.2,405.0,55.865,1.394,13.019,False
2459035,Contrecoeur,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,455.6,550.07,>=$5M,2,200.0,400.0,217.692,14.851,185.384,False
2459035,Contrecoeur,2019,541370,Surveying & Mapping (except Geophysical) Services,secondary,1.617,1.952,<$5M,3,3.7,11.0,5.082,6.644,4.389,False
2459035,Contrecoeur,2019,ALL,All,all,457.217,552.022,>=$5M,5,82.2,411.0,55.212,1.587,12.937,False
2459035,Contrecoeur,2019,SECONDARY,Secondary,secondary,457.217,552.022,>=$5M,5,82.2,411.0,55.732,1.594,13.038,False
2459035,Contrecoeur,2020,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,455.6,546.055,>=$5M,2,200.0,400.0,217.668,14.902,182.568,False
2459035,Contrecoeur,2020,541370,Surveying & Mapping (except Geophysical) Services,secondary,1.617,1.938,<$5M,3,3.7,11.0,4.935,6.462,4.213,False
2459035,Contrecoeur,2020,ALL,All,all,457.217,547.993,>=$5M,5,82.2,411.0,49.188,1.556,10.779,False
2459035,Contrecoeur,2020,SECONDARY,Secondary,secondary,457.217,547.993,>=$5M,5,82.2,411.0,49.611,1.564,10.853,False
2459035,Contrecoeur,2021,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,455.6,528.316,>=$5M,2,200.0,400.0,222.959,15.016,185.921,False
2459035,Contrecoeur,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,1.875,<$5M,3,3.7,11.0,4.957,6.48,4.216,False
2459035,Contrecoeur,2021,ALL,All,all,457.217,530.191,>=$5M,5,82.2,411.0,55.967,1.556,12.521,False
2459035,Contrecoeur,2021,SECONDARY,Secondary,secondary,457.217,530.191,>=$5M,5,82.2,411.0,56.521,1.564,12.623,False
2459035,Contrecoeur,2022,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,455.6,494.772,>=$5M,2,200.0,400.0,261.92,15.177,215.545,False
2459035,Contrecoeur,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,1.756,<$5M,3,3.7,11.0,4.966,6.483,4.201,False
2459035,Contrecoeur,2022,ALL,All,all,457.217,496.528,>=$5M,5,82.2,411.0,54.089,1.376,11.71,False
2459035,Contrecoeur,2022,SECONDARY,Secondary,secondary,457.217,496.528,>=$5M,5,82.2,411.0,54.613,1.382,11.802,False
2459035,Contrecoeur,2023,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,455.6,476.19,>=$5M,2,200.0,400.0,262.502,14.873,196.218,False
2459035,Contrecoeur,2023,541370,Surveying and Mapping (except Geophysical) Service,secondary,1.617,1.69,<$5M,3,3.7,11.0,4.861,6.529,4.082,False
2459035,Contrecoeur,2023,ALL,All,all,457.217,477.881,>=$5M,5,82.2,411.0,50.162,1.372,10.918,False
2459035,Contrecoeur,2023,SECONDARY,Secondary,secondary,457.217,477.881,>=$5M,5,82.2,411.0,50.577,1.379,11.027,False
2459035,Contrecoeur,2024,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,351.765,358.98,>=$5M,3,182.0,546.0,241.445,23.819,172.129,False
2459035,Contrecoeur,2024,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.395,0.403,<$5M,3,1.3,4.0,2.354,6.994,1.7,False
2459035,Contrecoeur,2024,ALL,All,all,352.16,359.383,>=$5M,6,91.7,550.0,40.038,1.655,9.811,False
2459035,Contrecoeur,2024,SECONDARY,Secondary,secondary,352.16,359.383,>=$5M,6,91.7,550.0,40.554,1.664,9.934,False
2459035,Contrecoeur,2025,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,89.552,89.552,>=$5M,2,69.5,139.0,75.526,16.208,55.764,False
2459035,Contrecoeur,2025,541370,Surveying and Mapping (except Geophysical) Service,secondary,0.494,0.494,<$5M,3,1.7,5.0,2.809,6.927,2.08,False
2459035,Contrecoeur,2025,ALL,All,all,90.046,90.046,>=$5M,5,28.8,144.0,10.782,1.359,2.713,False
2459035,Contrecoeur,2025,SECONDARY,Secondary,secondary,90.046,90.046,>=$5M,5,28.8,144.0,10.893,1.366,2.739,False
2441038,Cookshire-Eaton,2023,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2023,ALL,All,all,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2023,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2024,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2024,ALL,All,all,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2024,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2025,541370,Surveying and Mapping (except Geophysical) Service,secondary,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2025,ALL,All,all,,,<$5M,<2,,,,,,True
2441038,Cookshire-Eaton,2025,SECONDARY,Secondary,secondary,,,<$5M,<2,,,,,,True
5915034,Coquitlam,2017,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2017,336611,Ship Building & Repairing,secondary,3.552,4.473,<$5M,2,8.0,16.0,2.417,5.912,2.456,False
5915034,Coquitlam,2017,336612,Boat Building,secondary,13.068,16.455,>=$5M,3,22.0,66.0,8.694,5.2,8.847,False
5915034,Coquitlam,2017,541330,Engineering Services,secondary,56.595,71.265,>=$5M,28,8.8,245.0,0.521,1.195,0.529,False
5915034,Coquitlam,2017,541370,Surveying & Mapping (except Geophysical) Services,secondary,8.673,10.921,>=$5M,8,7.4,59.0,1.306,1.409,1.327,False
5915034,Coquitlam,2017,541511,Custom Computer Programming Services,secondary,3.105,3.91,<$5M,3,5.0,15.0,0.287,0.565,0.291,False
5915034,Coquitlam,2017,ALL,All,all,98.661,124.234,>=$5M,45,9.2,413.0,0.517,1.193,0.638,False
5915034,Coquitlam,2017,SECONDARY,Secondary,secondary,98.661,124.234,>=$5M,45,9.2,413.0,0.521,1.198,0.642,False
5915034,Coquitlam,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2018,336611,Ship Building & Repairing,secondary,3.552,4.372,<$5M,2,8.0,16.0,2.549,5.987,2.487,False
5915034,Coquitlam,2018,336612,Boat Building,secondary,13.068,16.085,>=$5M,3,22.0,66.0,9.059,5.28,8.852,False
5915034,Coquitlam,2018,541330,Engineering Services,secondary,57.519,70.799,>=$5M,29,8.6,249.0,0.671,1.194,0.655,False
5915034,Coquitlam,2018,541370,Surveying & Mapping (except Geophysical) Services,secondary,8.673,10.675,>=$5M,8,7.4,59.0,1.349,1.395,1.316,False
5915034,Coquitlam,2018,541511,Custom Computer Programming Services,secondary,2.277,2.803,<$5M,2,5.5,11.0,0.222,0.376,0.216,False
5915034,Coquitlam,2018,ALL,All,all,98.757,121.558,>=$5M,45,9.2,413.0,0.577,1.162,0.724,False
5915034,Coquitlam,2018,SECONDARY,Secondary,secondary,98.757,121.558,>=$5M,45,9.2,413.0,0.583,1.168,0.73,False
5915034,Coquitlam,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2019,336611,Ship Building & Repairing,secondary,3.552,4.289,<$5M,2,8.0,16.0,2.319,5.67,2.284,False
5915034,Coquitlam,2019,336612,Boat Building,secondary,13.068,15.778,>=$5M,3,22.0,66.0,8.6,5.262,8.481,False
5915034,Coquitlam,2019,541330,Engineering Services,secondary,60.291,72.793,>=$5M,30,8.7,261.0,0.648,1.112,0.638,False
5915034,Coquitlam,2019,541370,Surveying & Mapping (except Geophysical) Services,secondary,10.29,12.424,>=$5M,10,7.0,70.0,1.461,1.639,1.439,False
5915034,Coquitlam,2019,541511,Custom Computer Programming Services,secondary,2.484,2.999,<$5M,3,4.0,12.0,0.202,0.5,0.199,False
5915034,Coquitlam,2019,ALL,All,all,103.353,124.784,>=$5M,49,8.9,437.0,0.564,1.151,0.709,False
5915034,Coquitlam,2019,SECONDARY,Secondary,secondary,103.353,124.784,>=$5M,49,8.9,437.0,0.569,1.156,0.714,False
5915034,Coquitlam,2020,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2020,336611,Ship Building & Repairing,secondary,3.552,4.257,<$5M,2,8.0,16.0,2.338,5.589,2.31,False
5915034,Coquitlam,2020,336612,Boat Building,secondary,13.068,15.663,>=$5M,3,22.0,66.0,8.49,5.274,8.416,False
5915034,Coquitlam,2020,541330,Engineering Services,secondary,58.674,70.323,>=$5M,29,8.8,254.0,0.5,1.062,0.496,False
5915034,Coquitlam,2020,541370,Surveying & Mapping (except Geophysical) Services,secondary,10.29,12.333,>=$5M,10,7.0,70.0,1.458,1.604,1.445,False
5915034,Coquitlam,2020,541511,Custom Computer Programming Services,secondary,2.484,2.977,<$5M,3,4.0,12.0,0.203,0.49,0.201,False
5915034,Coquitlam,2020,ALL,All,all,101.736,121.935,>=$5M,48,9.0,430.0,0.508,1.112,0.608,False
5915034,Coquitlam,2020,SECONDARY,Secondary,secondary,101.736,121.935,>=$5M,48,9.0,430.0,0.513,1.118,0.612,False
5915034,Coquitlam,2021,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2021,336611,Ship Building and Repairing,secondary,3.552,4.119,<$5M,2,8.0,16.0,1.843,5.523,1.844,False
5915034,Coquitlam,2021,336612,Boat Building,secondary,13.068,15.154,>=$5M,3,22.0,66.0,8.231,5.212,8.281,False
5915034,Coquitlam,2021,541330,Engineering Services,secondary,63.294,73.396,>=$5M,32,8.8,281.0,0.662,1.16,0.681,False
5915034,Coquitlam,2021,541370,Surveying and Mapping (except Geophysical) Service,secondary,10.29,11.932,>=$5M,10,7.0,70.0,1.432,1.589,1.44,False
5915034,Coquitlam,2021,541511,Custom Computer Programming Services,secondary,8.487,9.842,>=$5M,4,10.2,41.0,0.664,0.637,0.666,False
5915034,Coquitlam,2021,ALL,All,all,115.776,134.254,>=$5M,52,9.4,489.0,0.644,1.191,0.8,False
5915034,Coquitlam,2021,SECONDARY,Secondary,secondary,115.776,134.254,>=$5M,52,9.4,489.0,0.65,1.196,0.806,False
5915034,Coquitlam,2022,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2022,333310,Commercial and Service Industry Machinery Manufact,secondary,30.887,33.543,>=$5M,7,14.1,99.0,3.035,2.316,3.112,False
5915034,Coquitlam,2022,336611,Ship Building and Repairing,secondary,3.552,3.857,<$5M,2,6.5,13.0,1.793,5.247,1.476,False
5915034,Coquitlam,2022,336612,Boat Building,secondary,13.068,14.192,>=$5M,3,22.0,66.0,8.078,5.005,8.189,False
5915034,Coquitlam,2022,541330,Engineering Services,secondary,71.506,77.654,>=$5M,38,7.6,287.0,0.711,1.212,0.683,False
5915034,Coquitlam,2022,541370,Surveying and Mapping (except Geophysical) Service,secondary,11.172,12.133,>=$5M,11,6.4,70.0,1.5,1.663,1.422,False
5915034,Coquitlam,2022,541511,Custom Computer Programming Services,secondary,8.487,9.217,>=$5M,4,10.2,41.0,0.621,0.605,0.629,False
5915034,Coquitlam,2022,ALL,All,all,155.757,169.149,>=$5M,66,9.0,591.0,0.806,1.271,0.896,False
5915034,Coquitlam,2022,SECONDARY,Secondary,secondary,155.757,169.149,>=$5M,66,9.0,591.0,0.814,1.276,0.903,False
5915034,Coquitlam,2023,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2023,333310,Commercial and Service Industry Machinery Manufact,secondary,15.353,16.047,>=$5M,7,5.0,35.0,1.729,2.294,1.057,False
5915034,Coquitlam,2023,336611,Ship Building and Repairing,secondary,3.552,3.713,<$5M,2,6.5,13.0,1.537,5.197,1.353,False
5915034,Coquitlam,2023,336612,Boat Building,secondary,11.199,11.705,>=$5M,3,22.0,66.0,7.677,5.04,8.021,False
5915034,Coquitlam,2023,541330,Engineering Services,secondary,67.726,70.787,>=$5M,37,7.7,286.0,0.705,1.177,0.654,False
5915034,Coquitlam,2023,541370,Surveying and Mapping (except Geophysical) Service,secondary,10.437,10.909,>=$5M,10,6.5,65.0,1.552,1.515,1.294,False
5915034,Coquitlam,2023,541511,Custom Computer Programming Services,secondary,2.14,2.237,<$5M,3,4.0,12.0,0.137,0.441,0.154,False
5915034,Coquitlam,2023,ALL,All,all,127.492,133.254,>=$5M,63,7.8,492.0,0.692,1.203,0.701,False
5915034,Coquitlam,2023,SECONDARY,Secondary,secondary,127.492,133.254,>=$5M,63,7.8,492.0,0.697,1.209,0.708,False
5915034,Coquitlam,2024,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2024,333310,Commercial and Service Industry Machinery Manufact,secondary,10.228,10.438,>=$5M,7,8.4,59.0,1.532,2.081,1.447,False
5915034,Coquitlam,2024,336611,Ship Building and Repairing,secondary,17.525,17.884,>=$5M,2,31.5,63.0,4.246,4.783,4.048,False
5915034,Coquitlam,2024,336612,Boat Building,secondary,15.039,15.347,>=$5M,3,33.0,99.0,8.338,4.807,7.568,False
5915034,Coquitlam,2024,541330,Engineering Services,secondary,78.108,79.71,>=$5M,38,10.7,408.0,0.653,1.063,0.63,False
5915034,Coquitlam,2024,541370,Surveying and Mapping (except Geophysical) Service,secondary,6.012,6.135,>=$5M,14,4.2,59.0,1.5,1.972,1.381,False
5915034,Coquitlam,2024,541511,Custom Computer Programming Services,secondary,1.648,1.682,<$5M,4,2.8,11.0,0.088,0.456,0.084,False
5915034,Coquitlam,2024,ALL,All,all,138.224,141.059,>=$5M,69,10.3,714.0,0.658,1.15,0.702,False
5915034,Coquitlam,2024,SECONDARY,Secondary,secondary,138.224,141.059,>=$5M,69,10.3,714.0,0.666,1.156,0.71,False
5915034,Coquitlam,2025,331110,Iron and Steel Mills and Ferroalloy Manufacturing,secondary,,,>=$5M,<2,,,,,,True
5915034,Coquitlam,2025,333310,Commercial and Service Industry Machinery Manufact,secondary,9.54,9.54,>=$5M,7,7.9,55.0,1.41,2.068,1.356,False
5915034,Coquitlam,2025,336611,Ship Building and Repairing,secondary,15.022,15.022,>=$5M,2,27.0,54.0,3.65,4.779,3.505,False
5915034,Coquitlam,2025,336612,Boat Building,secondary,13.593,13.593,>=$5M,3,31.3,94.0,7.641,4.814,7.373,False
