region_uid,region_name,year,NAICS6,NAICSD,defence_type,total_sales_M,sales_bucket,n_firms,avg_employees,lq_sales,lq_firms,lq_jobs,suppressed
105,Charlottetown,2020,ALL,All,all,55.793,>=$5M,46,4.6,0.364,1.048,0.253,False
556,Chatham-Kent,2020,ALL,All,all,27.97,>=$5M,19,4.3,0.142,0.457,0.123,False
930,Chilliwack,2020,ALL,All,all,64.875,>=$5M,29,7.6,0.523,0.711,0.427,False
527,Cobourg,2020,ALL,All,all,56.127,>=$5M,11,7.0,0.964,1.026,0.32,False
567,Collingwood,2020,ALL,All,all,49.32,>=$5M,12,18.3,0.84,0.898,1.158,False
015,Corner Brook,2020,ALL,All,all,15.729,>=$5M,13,5.8,0.474,1.187,0.494,False
501,Cornwall,2020,ALL,All,all,21.363,>=$5M,14,6.9,0.195,0.531,0.244,False
943,Courtenay,2020,ALL,All,all,28.611,>=$5M,39,3.6,0.399,1.31,0.44,False
437,Cowansville,2020,ALL,All,all,10.143,>=$5M,6,11.5,0.322,0.854,0.651,False
905,Cranbrook,2020,ALL,All,all,13.269,>=$5M,14,4.5,0.329,1.005,0.356,False
975,Dawson Creek,2020,ALL,All,all,14.733,>=$5M,11,6.5,0.356,0.909,0.442,False
411,Dolbeau-Mistassini,2020,ALL,All,all,2.583,<$5M,4,4.2,0.088,0.549,0.14,False
447,Drummondville,2020,ALL,All,all,219.069,>=$5M,33,21.5,0.979,0.728,1.029,False
937,Duncan,2020,ALL,All,all,21.154,>=$5M,21,5.0,0.281,0.8,0.347,False
835,Edmonton,2020,ALL,All,all,2898.091,>=$5M,620,16.5,1.18,1.192,1.238,False
335,Edmundston,2020,ALL,All,all,63.96,>=$5M,12,8.7,1.487,1.269,0.641,False
582,Elliot Lake,2020,ALL,All,all,3.192,<$5M,4,4.0,0.37,1.01,0.329,False
750,Estevan,2020,ALL,All,all,6.237,>=$5M,5,5.4,0.141,0.754,0.246,False
977,Fort St. John,2020,ALL,All,all,48.849,>=$5M,21,10.3,0.517,1.3,0.862,False
320,Fredericton,2020,ALL,All,all,163.882,>=$5M,70,10.2,0.455,1.792,0.786,False
011,Gander,2020,ALL,All,all,14.994,>=$5M,5,13.2,0.473,0.997,0.565,False
450,Granby,2020,ALL,All,all,113.467,>=$5M,39,7.9,0.615,0.955,0.573,False
010,Grand Falls-Windsor,2020,ALL,All,all,3.801,<$5M,3,6.3,0.114,0.467,0.201,False
850,Grande Prairie,2020,ALL,All,all,411.593,>=$5M,56,19.7,2.093,1.38,1.771,False
580,Greater Sudbury / Grand Sudbury,2020,ALL,All,all,202.524,>=$5M,74,9.4,0.77,1.101,0.713,False
550,Guelph,2020,ALL,All,all,336.246,>=$5M,65,13.7,1.249,1.15,0.942,False
205,Halifax,2020,ALL,All,all,9658.451,>=$5M,238,175.8,9.707,1.163,10.115,False
537,Hamilton,2020,ALL,All,all,3565.558,>=$5M,280,19.0,3.121,1.047,1.31,False
502,Hawkesbury (Ontario part / partie de l'Ontario),2020,ALL,All,all,5.67,>=$5M,6,5.0,0.153,0.894,0.291,False
502,Hawkesbury (Ontario part / partie de l'Ontario),2020,ALL,All,all,5.67,>=$5M,6,5.0,2.494,5.148,2.881,False
502,Hawkesbury (partie du Québec / Quebec part),2020,ALL,All,all,7.665,>=$5M,2,17.5,0.206,0.298,0.339,False
502,Hawkesbury (partie du Québec / Quebec part),2020,ALL,All,all,7.665,>=$5M,2,17.5,3.371,1.716,3.361,False
821,High River,2020,ALL,All,all,3.954,<$5M,4,5.5,0.158,0.646,0.306,False
533,Ingersoll,2020,ALL,All,all,,>=$5M,<2,,,,,True
456,Joliette,2020,ALL,All,all,60.568,>=$5M,27,7.1,0.759,1.015,0.605,False
925,Kamloops,2020,ALL,All,all,131.079,>=$5M,62,8.6,0.789,1.205,0.742,False
530,Kawartha Lakes,2020,ALL,All,all,7.497,>=$5M,8,5.4,0.088,0.269,0.13,False
915,Kelowna,2020,ALL,All,all,223.771,>=$5M,163,6.2,0.63,1.424,0.791,False
598,Kenora,2020,ALL,All,all,18.787,>=$5M,18,4.4,0.641,1.887,0.6,False
210,Kentville,2020,ALL,All,all,2.604,<$5M,6,2.7,0.072,0.589,0.129,False
521,Kingston,2020,ALL,All,all,124.18,>=$5M,83,6.9,0.558,1.204,0.587,False
541,Kitchener - Cambridge - Waterloo,2020,ALL,All,all,1142.767,>=$5M,184,19.1,0.984,0.915,1.037,False
468,Lachute,2020,ALL,All,all,16.144,>=$5M,13,5.1,0.732,1.922,0.721,False
832,Lacombe,2020,ALL,All,all,3.087,<$5M,4,4.2,0.124,0.593,0.17,False
936,Ladysmith,2020,ALL,All,all,3.105,<$5M,2,7.5,0.272,0.532,0.326,False
810,Lethbridge,2020,ALL,All,all,90.447,>=$5M,49,9.0,0.4,0.899,0.536,False
840,Lloydminster (Alberta part / partie de l'Alberta),2020,ALL,All,all,172.384,>=$5M,26,14.6,2.578,1.948,1.946,False
840,Lloydminster (Alberta part / partie de l'Alberta),2020,ALL,All,all,172.384,>=$5M,26,14.6,4.279,4.038,3.141,False
840,Lloydminster (Saskatchewan part / partie de la Saskatchewan),2020,ALL,All,all,,<$5M,<2,,,,,True
840,Lloydminster (Saskatchewan part / partie de la Saskatchewan),2020,ALL,All,all,,<$5M,<2,,,,,True
555,London,2020,ALL,All,all,575.852,>=$5M,139,14.1,0.662,0.738,0.573,False
403,Matane,2020,ALL,All,all,22.167,>=$5M,7,6.4,0.739,1.082,0.406,False
805,Medicine Hat,2020,ALL,All,all,121.843,>=$5M,37,8.4,0.729,0.951,0.543,False
571,Midland,2020,ALL,All,all,18.575,>=$5M,11,5.8,0.389,0.977,0.286,False
329,Miramichi,2020,ALL,All,all,18.072,>=$5M,7,10.3,0.321,0.619,0.411,False
305,Moncton,2020,ALL,All,all,112.384,>=$5M,67,7.3,0.369,1.008,0.463,False
462,Montréal,2020,ALL,All,all,7790.993,>=$5M,1427,17.6,1.027,0.884,0.999,False
715,Moose Jaw,2020,ALL,All,all,116.147,>=$5M,4,49.2,2.497,0.262,0.93,False
938,Nanaimo,2020,ALL,All,all,154.284,>=$5M,83,8.6,0.832,1.431,1.074,False
907,Nelson,2020,ALL,All,all,19.113,>=$5M,21,4.0,0.699,1.584,0.606,False
220,New Glasgow,2020,ALL,All,all,10.899,>=$5M,12,4.8,0.194,1.007,0.318,False
547,Norfolk,2020,ALL,All,all,59.787,>=$5M,14,6.2,0.786,0.616,0.321,False
735,North Battleford,2020,ALL,All,all,5.48,>=$5M,2,4.0,0.152,0.271,0.063,False
575,North Bay,2020,ALL,All,all,44.422,>=$5M,30,6.9,0.386,0.902,0.429,False
820,Okotoks,2020,ALL,All,all,7.02,>=$5M,8,4.5,0.19,0.748,0.286,False
569,Orillia,2020,ALL,All,all,34.22,>=$5M,15,9.3,0.602,0.787,0.545,False
532,Oshawa,2020,ALL,All,all,773.434,>=$5M,59,24.2,2.25,0.592,1.039,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2020,ALL,All,all,1704.504,>=$5M,439,14.0,1.175,1.162,0.964,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2020,ALL,All,all,1704.504,>=$5M,439,14.0,4.234,4.021,3.288,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2020,ALL,All,all,132.704,>=$5M,87,6.3,0.092,0.23,0.086,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2020,ALL,All,all,132.704,>=$5M,87,6.3,0.33,0.797,0.295,False
566,Owen Sound,2020,ALL,All,all,36.423,>=$5M,9,15.2,0.53,0.551,0.571,False
939,Parksville,2020,ALL,All,all,13.428,>=$5M,9,7.1,0.438,0.639,0.488,False
515,Pembroke,2020,ALL,All,all,20.268,>=$5M,6,12.0,0.405,0.515,0.393,False
913,Penticton,2020,ALL,All,all,24.876,>=$5M,16,7.0,0.336,0.629,0.361,False
516,Petawawa,2020,ALL,All,all,,<$5M,<2,,,,,True
529,Peterborough,2020,ALL,All,all,64.383,>=$5M,46,6.5,0.277,0.663,0.334,False
940,Port Alberni,2020,ALL,All,all,6.448,>=$5M,5,4.4,0.233,0.444,0.168,False
528,Port Hope,2020,ALL,All,all,2.667,<$5M,4,3.2,0.114,0.585,0.133,False
607,Portage la Prairie,2020,ALL,All,all,10.916,>=$5M,5,9.6,0.469,0.834,0.448,False
945,Powell River,2020,ALL,All,all,7.278,>=$5M,6,5.8,0.277,0.615,0.319,False
745,Prince Albert,2020,ALL,All,all,32.219,>=$5M,14,10.1,0.608,0.718,0.507,False
970,Prince George,2020,ALL,All,all,114.912,>=$5M,58,8.9,0.584,1.43,0.822,False
955,Prince Rupert,2020,ALL,All,all,8.202,>=$5M,9,4.0,0.413,1.183,0.357,False
952,Quesnel,2020,ALL,All,all,2.31,<$5M,3,4.7,0.077,0.321,0.114,False
421,Québec,2020,ALL,All,all,1687.238,>=$5M,307,17.4,1.316,1.089,1.097,False
830,Red Deer,2020,ALL,All,all,151.405,>=$5M,57,8.6,0.746,1.117,0.668,False
705,Regina,2020,ALL,All,all,275.13,>=$5M,77,12.1,0.726,0.823,0.544,False
404,Rimouski,2020,ALL,All,all,66.968,>=$5M,19,10.7,0.886,0.847,0.599,False
405,Rivière-du-Loup,2020,ALL,All,all,76.005,>=$5M,9,11.0,1.016,0.627,0.459,False
485,Rouyn-Noranda,2020,ALL,All,all,96.764,>=$5M,18,21.9,1.397,1.064,1.443,False
RURAL_AB,Rural Alberta,2020,ALL,All,all,421.602,>=$5M,167,7.8,0.268,0.464,0.28,False
RURAL_BC,Rural British Columbia,2020,ALL,All,all,275.711,>=$5M,221,5.4,0.357,0.858,0.393,False
RURAL_MB,Rural Manitoba,2020,ALL,All,all,192.245,>=$5M,45,7.2,0.347,0.305,0.151,False
RURAL_NB,Rural New Brunswick,2020,ALL,All,all,52.873,>=$5M,52,4.1,0.113,0.565,0.153,False
RURAL_NL,Rural Newfoundland and Labrador,2020,ALL,All,all,66.39,>=$5M,53,6.3,0.183,0.578,0.255,False
RURAL_NT,Rural Northwest Territories,2020,ALL,All,all,16.572,>=$5M,14,5.9,0.27,0.745,0.323,False
RURAL_NS,Rural Nova Scotia,2020,ALL,All,all,145.693,>=$5M,104,6.2,0.232,0.719,0.321,False
RURAL_NU,Rural Nunavut,2020,ALL,All,all,8.745,>=$5M,7,6.1,0.142,0.451,0.166,False
RURAL_ON,Rural Ontario,2020,ALL,All,all,1003.896,>=$5M,371,7.9,0.486,0.606,0.391,False
RURAL_PE,Rural Prince Edward Island,2020,ALL,All,all,37.447,>=$5M,13,12.6,0.317,0.481,0.392,False
RURAL_QC,Rural Quebec,2020,ALL,All,all,1218.409,>=$5M,492,8.1,0.489,0.727,0.416,False
RURAL_SK,Rural Saskatchewan,2020,ALL,All,all,50.01,>=$5M,39,4.7,0.072,0.206,0.08,False
RURAL_YT,Rural Yukon,2020,ALL,All,all,4.431,<$5M,3,7.0,0.193,0.348,0.21,False
408,Saguenay,2020,ALL,All,all,370.841,>=$5M,69,12.9,1.208,1.08,0.844,False
310,Saint John,2020,ALL,All,all,83.988,>=$5M,43,8.9,0.513,0.928,0.56,False
428,Saint-Georges,2020,ALL,All,all,41.046,>=$5M,15,8.7,0.598,1.024,0.527,False
452,Saint-Hyacinthe,2020,ALL,All,all,47.492,>=$5M,23,8.5,0.315,0.805,0.362,False
467,Sainte-Agathe-des-Monts,2020,ALL,All,all,17.829,>=$5M,13,7.0,0.473,0.964,0.472,False
423,Sainte-Marie,2020,ALL,All,all,16.431,>=$5M,11,5.2,0.53,1.605,0.51,False
465,Salaberry-de-Valleyfield,2020,ALL,All,all,26.756,>=$5M,14,6.7,0.41,0.813,0.399,False
920,Salmon Arm,2020,ALL,All,all,9.807,>=$5M,10,5.3,0.284,0.894,0.392,False
562,Sarnia,2020,ALL,All,all,168.981,>=$5M,39,13.5,1.073,1.015,0.986,False
725,Saskatoon,2020,ALL,All,all,312.191,>=$5M,103,12.9,0.647,0.89,0.728,False
590,Sault Ste. Marie,2020,ALL,All,all,75.764,>=$5M,36,9.5,0.654,1.076,0.738,False
412,Sept-Îles,2020,ALL,All,all,53.776,>=$5M,15,12.7,1.393,1.458,1.338,False
444,Shawinigan,2020,ALL,All,all,210.496,>=$5M,31,20.3,2.111,1.383,1.733,False
433,Sherbrooke,2020,ALL,All,all,257.812,>=$5M,89,8.8,0.714,0.932,0.547,False
454,Sorel-Tracy,2020,ALL,All,all,607.728,>=$5M,17,52.0,9.542,0.918,3.656,False
934,Squamish,2020,ALL,All,all,14.183,>=$5M,17,4.2,0.343,1.199,0.373,False
539,St. Catharines - Niagara,2020,ALL,All,all,424.536,>=$5M,123,10.1,0.704,0.718,0.511,False
001,St. John's,2020,ALL,All,all,337.96,>=$5M,131,11.3,0.886,1.618,0.962,False
605,Steinbach,2020,ALL,All,all,5.949,>=$5M,7,4.4,0.147,1.049,0.241,False
553,Stratford,2020,ALL,All,all,270.791,>=$5M,14,24.0,2.917,0.817,1.227,False
826,Strathmore,2020,ALL,All,all,50.447,>=$5M,6,8.8,2.915,0.982,0.781,False
110,Summerside,2020,ALL,All,all,15.614,>=$5M,4,8.5,0.406,0.413,0.224,False
720,Swift Current,2020,ALL,All,all,12.495,>=$5M,5,11.4,0.308,0.428,0.357,False
831,Sylvan Lake,2020,ALL,All,all,8.547,>=$5M,4,9.2,0.315,0.601,0.419,False
965,Terrace,2020,ALL,All,all,106.56,>=$5M,8,58.0,3.168,0.756,3.243,False
430,Thetford Mines,2020,ALL,All,all,57.849,>=$5M,18,6.6,0.934,1.179,0.508,False
640,Thompson,2020,ALL,All,all,4.62,<$5M,2,10.0,0.129,0.398,0.129,False
595,Thunder Bay,2020,ALL,All,all,180.121,>=$5M,56,14.2,1.016,1.036,0.97,False
546,Tillsonburg,2020,ALL,All,all,5.922,>=$5M,3,10.0,0.185,0.44,0.257,False
586,Timmins,2020,ALL,All,all,38.787,>=$5M,16,10.8,0.516,0.901,0.596,False
535,Toronto,2020,ALL,All,all,7443.868,>=$5M,2099,12.6,0.644,0.918,0.71,False
910,Trail,2020,ALL,All,all,29.7,>=$5M,10,13.2,1.415,1.329,1.399,False
442,Trois-Rivières,2020,ALL,All,all,461.524,>=$5M,78,17.2,1.44,1.148,1.193,False
215,Truro,2020,ALL,All,all,25.641,>=$5M,21,7.2,0.246,0.755,0.42,False
480,Val-d'Or,2020,ALL,All,all,28.639,>=$5M,23,6.5,0.477,1.6,0.629,False
933,Vancouver,2020,ALL,All,all,4127.231,>=$5M,1470,11.5,0.928,1.31,1.045,False
918,Vernon,2020,ALL,All,all,54.264,>=$5M,35,7.1,0.676,1.088,0.693,False
935,Victoria,2020,ALL,All,all,588.728,>=$5M,272,9.5,0.973,1.51,0.86,False
440,Victoriaville,2020,ALL,All,all,40.041,>=$5M,13,12.2,0.401,0.506,0.412,False
565,Wasaga Beach,2020,ALL,All,all,1.722,<$5M,2,5.0,0.17,0.338,0.212,False
865,Wetaskiwin,2020,ALL,All,all,4.554,<$5M,3,7.3,0.15,0.413,0.148,False
755,Weyburn,2020,ALL,All,all,2.31,<$5M,3,3.3,0.085,0.494,0.11,False
990,Whitehorse,2020,ALL,All,all,42.108,>=$5M,34,5.9,0.729,1.846,0.893,False
950,Williams Lake,2020,ALL,All,all,6.731,>=$5M,9,3.7,0.164,0.735,0.209,False
559,Windsor,2020,ALL,All,all,315.215,>=$5M,121,7.6,0.391,0.76,0.366,False
603,Winkler,2020,ALL,All,all,15.432,>=$5M,14,6.6,0.148,1.482,0.481,False
602,Winnipeg,2020,ALL,All,all,723.503,>=$5M,246,10.8,0.549,0.848,0.508,False
860,Wood Buffalo,2020,ALL,All,all,78.472,>=$5M,35,10.3,0.505,1.237,0.79,False
544,Woodstock,2020,ALL,All,all,50.636,>=$5M,11,6.9,0.714,0.647,0.323,False
995,Yellowknife,2020,ALL,All,all,32.402,>=$5M,22,7.2,0.28,2.029,0.813,False
710,Yorkton,2020,ALL,All,all,4.767,<$5M,5,5.0,0.127,0.479,0.17,False
932,Abbotsford - Mission,2021,ALL,All,all,142.59,>=$5M,57,9.3,0.816,0.916,0.842,False
410,Alma,2021,ALL,All,all,26.007,>=$5M,14,8.6,0.675,1.045,0.76,False
481,Amos,2021,ALL,All,all,8.967,>=$5M,4,15.2,0.28,0.521,0.619,False
406,Baie-Comeau,2021,ALL,All,all,51.484,>=$5M,14,14.9,0.475,1.421,0.962,False
568,Barrie,2021,ALL,All,all,122.392,>=$5M,74,7.6,0.478,0.932,0.706,False
328,Bathurst,2021,ALL,All,all,47.034,>=$5M,11,19.1,1.046,0.931,1.461,False
522,Belleville - Quinte West,2021,ALL,All,all,84.773,>=$5M,36,9.9,0.576,0.752,0.723,False
610,Brandon,2021,ALL,All,all,14.148,>=$5M,12,6.0,0.176,0.577,0.251,False
543,Brantford,2021,ALL,All,all,59.809,>=$5M,25,5.9,0.297,0.474,0.233,False
512,Brockville,2021,ALL,All,all,9.624,>=$5M,9,5.3,0.195,0.552,0.259,False
806,Brooks,2021,ALL,All,all,68.34,>=$5M,3,20.0,1.405,0.393,0.554,False
825,Calgary,2021,ALL,All,all,4140.675,>=$5M,1112,15.5,1.686,1.927,2.402,False
944,Campbell River,2021,ALL,All,all,34.173,>=$5M,25,6.5,0.701,1.262,0.817,False
330,Campbellton (New Brunswick part / partie du Nouveau-Brunswick),2021,ALL,All,all,6.318,>=$5M,4,8.5,0.435,0.772,0.562,False
330,Campbellton (New Brunswick part / partie du Nouveau-Brunswick),2021,ALL,All,all,6.318,>=$5M,4,8.5,13.049,11.652,5.345,False
833,Camrose,2021,ALL,All,all,,<$5M,<2,,,,,True
828,Canmore,2021,ALL,All,all,12.537,>=$5M,8,7.4,0.622,0.761,0.607,False
225,Cape Breton,2021,ALL,All,all,62.934,>=$5M,26,11.2,0.578,0.872,0.64,False
531,Centre Wellington,2021,ALL,All,all,36.316,>=$5M,8,18.1,1.619,0.753,1.607,False
105,Charlottetown,2021,ALL,All,all,55.058,>=$5M,45,4.6,0.462,1.037,0.321,False
556,Chatham-Kent,2021,ALL,All,all,27.97,>=$5M,19,4.3,0.178,0.46,0.159,False
930,Chilliwack,2021,ALL,All,all,54.165,>=$5M,24,7.1,0.608,0.665,0.483,False
527,Cobourg,2021,ALL,All,all,56.127,>=$5M,11,7.0,1.188,1.031,0.412,False
567,Collingwood,2021,ALL,All,all,49.32,>=$5M,12,18.3,1.04,0.905,1.502,False
015,Corner Brook,2021,ALL,All,all,12.312,>=$5M,10,6.0,0.451,0.907,0.5,False
501,Cornwall,2021,ALL,All,all,21.363,>=$5M,14,6.8,0.236,0.536,0.311,False
943,Courtenay,2021,ALL,All,all,28.611,>=$5M,39,3.6,0.495,1.319,0.559,False
437,Cowansville,2021,ALL,All,all,10.143,>=$5M,6,11.5,0.396,0.867,0.837,False
905,Cranbrook,2021,ALL,All,all,13.269,>=$5M,14,4.5,0.406,1.004,0.462,False
975,Dawson Creek,2021,ALL,All,all,14.733,>=$5M,11,6.5,0.454,0.915,0.584,False
411,Dolbeau-Mistassini,2021,ALL,All,all,2.583,<$5M,4,4.2,0.108,0.558,0.182,False
447,Drummondville,2021,ALL,All,all,222.072,>=$5M,33,21.9,1.258,0.738,1.358,False
937,Duncan,2021,ALL,All,all,24.349,>=$5M,24,4.9,0.41,0.927,0.512,False
835,Edmonton,2021,ALL,All,all,2596.314,>=$5M,619,15.6,1.343,1.191,1.522,False
335,Edmundston,2021,ALL,All,all,63.96,>=$5M,12,8.7,1.814,1.271,0.823,False
582,Elliot Lake,2021,ALL,All,all,3.192,<$5M,4,4.0,0.468,1.02,0.409,False
750,Estevan,2021,ALL,All,all,6.237,>=$5M,5,5.4,0.194,0.78,0.351,False
977,Fort St. John,2021,ALL,All,all,46.77,>=$5M,20,10.4,0.617,1.241,1.103,False
320,Fredericton,2021,ALL,All,all,150.715,>=$5M,70,9.4,0.514,1.806,0.933,False
011,Gander,2021,ALL,All,all,14.994,>=$5M,5,13.2,0.686,1.022,0.88,False
450,Granby,2021,ALL,All,all,113.467,>=$5M,39,7.9,0.746,0.965,0.727,False
010,Grand Falls-Windsor,2021,ALL,All,all,3.801,<$5M,3,6.3,0.141,0.475,0.263,False
850,Grande Prairie,2021,ALL,All,all,414.533,>=$5M,58,19.4,2.534,1.433,2.283,False
580,Greater Sudbury / Grand Sudbury,2021,ALL,All,all,191.436,>=$5M,71,9.0,0.95,1.081,0.922,False
550,Guelph,2021,ALL,All,all,314.325,>=$5M,65,13.7,1.457,1.159,1.23,False
205,Halifax,2021,ALL,All,all,424.193,>=$5M,232,8.1,0.653,1.161,0.697,False
537,Hamilton,2021,ALL,All,all,3430.218,>=$5M,276,17.9,3.789,1.035,1.585,False
502,Hawkesbury (Ontario part / partie de l'Ontario),2021,ALL,All,all,5.901,>=$5M,7,4.4,0.196,1.062,0.41,False
502,Hawkesbury (Ontario part / partie de l'Ontario),2021,ALL,All,all,5.901,>=$5M,7,4.4,3.222,6.065,3.876,False
502,Hawkesbury (partie du Québec / Quebec part),2021,ALL,All,all,7.665,>=$5M,2,17.5,0.255,0.304,0.463,False
502,Hawkesbury (partie du Québec / Quebec part),2021,ALL,All,all,7.665,>=$5M,2,17.5,4.186,1.733,4.376,False
821,High River,2021,ALL,All,all,3.954,<$5M,4,5.5,0.19,0.644,0.399,False
533,Ingersoll,2021,ALL,All,all,,>=$5M,<2,,,,,True
456,Joliette,2021,ALL,All,all,62.065,>=$5M,28,6.9,1.015,1.118,0.829,False
925,Kamloops,2021,ALL,All,all,96.429,>=$5M,53,7.2,0.782,1.079,0.737,False
530,Kawartha Lakes,2021,ALL,All,all,7.497,>=$5M,8,5.4,0.11,0.272,0.17,False
915,Kelowna,2021,ALL,All,all,237.155,>=$5M,164,6.4,0.843,1.438,1.051,False
598,Kenora,2021,ALL,All,all,18.199,>=$5M,17,4.4,0.759,1.862,0.728,False
210,Kentville,2021,ALL,All,all,2.604,<$5M,6,2.7,0.097,0.599,0.173,False
521,Kingston,2021,ALL,All,all,121.399,>=$5M,82,6.8,0.646,1.197,0.743,False
541,Kitchener - Cambridge - Waterloo,2021,ALL,All,all,1078.529,>=$5M,177,19.4,1.156,0.898,1.321,False
468,Lachute,2021,ALL,All,all,16.144,>=$5M,13,5.1,0.978,1.939,0.941,False
832,Lacombe,2021,ALL,All,all,3.087,<$5M,4,4.2,0.172,0.602,0.229,False
936,Ladysmith,2021,ALL,All,all,3.105,<$5M,2,7.5,0.336,0.553,0.425,False
810,Lethbridge,2021,ALL,All,all,83.013,>=$5M,47,8.7,0.465,0.867,0.648,False
840,Lloydminster (Alberta part / partie de l'Alberta),2021,ALL,All,all,169.15,>=$5M,25,14.8,3.128,1.89,2.459,False
840,Lloydminster (Alberta part / partie de l'Alberta),2021,ALL,All,all,169.15,>=$5M,25,14.8,5.116,3.903,3.956,False
840,Lloydminster (Saskatchewan part / partie de la Saskatchewan),2021,ALL,All,all,,<$5M,<2,,,,,True
840,Lloydminster (Saskatchewan part / partie de la Saskatchewan),2021,ALL,All,all,,<$5M,<2,,,,,True
555,London,2021,ALL,All,all,567.997,>=$5M,138,14.1,0.799,0.739,0.684,False
403,Matane,2021,ALL,All,all,22.167,>=$5M,7,6.4,0.894,1.088,0.52,False
805,Medicine Hat,2021,ALL,All,all,118.609,>=$5M,35,8.5,0.924,0.911,0.686,False
571,Midland,2021,ALL,All,all,18.575,>=$5M,11,5.8,0.55,0.986,0.425,False
329,Miramichi,2021,ALL,All,all,18.072,>=$5M,7,10.3,0.422,0.625,0.576,False
305,Moncton,2021,ALL,All,all,111.229,>=$5M,66,7.3,0.483,1.005,0.655,False
462,Montréal,2021,ALL,All,all,6849.196,>=$5M,1406,15.4,1.146,0.887,1.132,False
715,Moose Jaw,2021,ALL,All,all,116.147,>=$5M,4,49.2,3.247,0.266,1.204,False
938,Nanaimo,2021,ALL,All,all,152.667,>=$5M,81,8.8,1.045,1.412,1.376,False
907,Nelson,2021,ALL,All,all,18.189,>=$5M,20,4.0,0.833,1.521,0.746,False
220,New Glasgow,2021,ALL,All,all,10.899,>=$5M,12,4.8,0.247,1.012,0.407,False
547,Norfolk,2021,ALL,All,all,59.787,>=$5M,14,6.2,0.963,0.623,0.415,False
735,North Battleford,2021,ALL,All,all,5.48,>=$5M,2,4.0,0.189,0.278,0.082,False
575,North Bay,2021,ALL,All,all,44.422,>=$5M,30,6.9,0.543,0.91,0.67,False
820,Okotoks,2021,ALL,All,all,7.755,>=$5M,9,4.0,0.305,0.838,0.365,False
569,Orillia,2021,ALL,All,all,33.485,>=$5M,14,9.6,0.722,0.743,0.678,False
532,Oshawa,2021,ALL,All,all,202.317,>=$5M,57,16.1,0.74,0.577,0.868,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2021,ALL,All,all,1654.656,>=$5M,424,14.0,1.458,1.152,1.226,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2021,ALL,All,all,1654.656,>=$5M,424,14.0,5.093,3.921,4.148,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2021,ALL,All,all,135.014,>=$5M,88,6.4,0.119,0.239,0.117,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2021,ALL,All,all,135.014,>=$5M,88,6.4,0.416,0.814,0.395,False
566,Owen Sound,2021,ALL,All,all,36.423,>=$5M,9,15.2,0.673,0.556,0.744,False
939,Parksville,2021,ALL,All,all,13.869,>=$5M,10,6.7,0.608,0.718,0.657,False
515,Pembroke,2021,ALL,All,all,20.499,>=$5M,7,10.4,0.469,0.608,0.499,False
913,Penticton,2021,ALL,All,all,21.264,>=$5M,13,7.4,0.425,0.585,0.46,False
516,Petawawa,2021,ALL,All,all,,<$5M,<2,,,,,True
529,Peterborough,2021,ALL,All,all,64.383,>=$5M,46,6.5,0.359,0.668,0.448,False
940,Port Alberni,2021,ALL,All,all,2.982,<$5M,3,4.7,0.149,0.289,0.151,False
528,Port Hope,2021,ALL,All,all,2.667,<$5M,4,3.2,0.125,0.589,0.17,False
607,Portage la Prairie,2021,ALL,All,all,10.916,>=$5M,5,9.6,0.586,0.858,0.593,False
945,Powell River,2021,ALL,All,all,7.278,>=$5M,6,5.8,0.345,0.617,0.403,False
745,Prince Albert,2021,ALL,All,all,30.371,>=$5M,13,10.2,0.71,0.675,0.623,False
970,Prince George,2021,ALL,All,all,107.982,>=$5M,56,8.7,0.674,1.391,0.997,False
955,Prince Rupert,2021,ALL,All,all,7.554,>=$5M,10,3.3,0.477,1.328,0.422,False
952,Quesnel,2021,ALL,All,all,2.31,<$5M,3,4.7,0.096,0.32,0.148,False
421,Québec,2021,ALL,All,all,1703.72,>=$5M,306,17.9,1.614,1.097,1.462,False
830,Red Deer,2021,ALL,All,all,145.735,>=$5M,57,8.1,0.909,1.132,0.841,False
705,Regina,2021,ALL,All,all,264.714,>=$5M,75,11.7,0.891,0.811,0.661,False
404,Rimouski,2021,ALL,All,all,52.415,>=$5M,17,8.3,0.834,0.767,0.534,False
405,Rivière-du-Loup,2021,ALL,All,all,73.695,>=$5M,8,11.1,1.195,0.563,0.527,False
485,Rouyn-Noranda,2021,ALL,All,all,93.761,>=$5M,18,21.2,1.639,1.078,1.809,False
RURAL_AB,Rural Alberta,2021,ALL,All,all,419.154,>=$5M,165,7.8,0.344,0.466,0.363,False
RURAL_BC,Rural British Columbia,2021,ALL,All,all,274.418,>=$5M,221,5.3,0.448,0.877,0.511,False
RURAL_MB,Rural Manitoba,2021,ALL,All,all,67.681,>=$5M,44,5.0,0.159,0.305,0.137,False
RURAL_NB,Rural New Brunswick,2021,ALL,All,all,53.167,>=$5M,53,4.1,0.149,0.586,0.2,False
